	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TNFAIP3	3.10E-64	0.555087	0.756	0.477	6.19E-61	Fibroblasts/Chondrocytes	TNFAIP3
EFNA52	1.28E-62	0.531581	0.589	0.202	2.56E-59	Fibroblasts/Chondrocytes	EFNA5
TCF7L22	5.71E-62	0.545361	0.668	0.342	1.14E-58	Fibroblasts/Chondrocytes	TCF7L2
LAMC2	2.01E-59	0.99892	0.527	0.103	4.01E-56	Fibroblasts/Chondrocytes	LAMC2
LMO4	3.15E-58	0.675464	0.602	0.265	6.31E-55	Fibroblasts/Chondrocytes	LMO4
P3H2	2.25E-56	0.631283	0.519	0.15	4.49E-53	Fibroblasts/Chondrocytes	P3H2
CRYBG31	2.08E-54	0.747569	0.605	0.259	4.16E-51	Fibroblasts/Chondrocytes	CRYBG3
LIMA12	3.97E-53	0.618124	0.651	0.365	7.93E-50	Fibroblasts/Chondrocytes	LIMA1
HEG11	1.04E-52	0.534683	0.618	0.303	2.09E-49	Fibroblasts/Chondrocytes	HEG1
FOXO32	2.35E-52	0.573649	0.728	0.462	4.70E-49	Fibroblasts/Chondrocytes	FOXO3
TUSC3	8.88E-52	0.67905	0.523	0.152	1.78E-48	Fibroblasts/Chondrocytes	TUSC3
NECTIN21	8.26E-51	0.507035	0.527	0.166	1.65E-47	Fibroblasts/Chondrocytes	NECTIN2
CYR611	3.48E-50	0.513992	0.517	0.164	6.96E-47	Fibroblasts/Chondrocytes	CYR61
TFPI1	3.88E-49	0.58692	0.562	0.188	7.76E-46	Fibroblasts/Chondrocytes	TFPI
DZIP1	3.19E-47	0.685511	0.506	0.108	6.38E-44	Fibroblasts/Chondrocytes	DZIP1
PLCXD3	5.26E-47	0.789909	0.507	0.132	1.05E-43	Fibroblasts/Chondrocytes	PLCXD3
GTDC11	9.31E-47	0.652809	0.684	0.441	1.86E-43	Fibroblasts/Chondrocytes	GTDC1
RAPH1	1.36E-46	0.541075	0.587	0.254	2.72E-43	Fibroblasts/Chondrocytes	RAPH1
NCEH11	5.53E-44	1.118846	0.542	0.204	1.11E-40	Fibroblasts/Chondrocytes	NCEH1
LRRK1	3.35E-41	0.594458	0.538	0.183	6.70E-38	Fibroblasts/Chondrocytes	LRRK1
FMNL22	1.65E-40	0.821488	0.582	0.269	3.30E-37	Fibroblasts/Chondrocytes	FMNL2
SEMA3A1	4.88E-36	0.727751	0.554	0.208	9.77E-33	Fibroblasts/Chondrocytes	SEMA3A
AKAP122	3.63E-34	0.587458	0.545	0.211	7.27E-31	Fibroblasts/Chondrocytes	AKAP12
HDAC91	3.21E-31	0.840073	0.572	0.271	6.42E-28	Fibroblasts/Chondrocytes	HDAC9
LDLR	7.55E-31	0.764171	0.505	0.172	1.51E-27	Fibroblasts/Chondrocytes	LDLR
LTBP11	1.34E-30	0.963624	0.524	0.186	2.68E-27	Fibroblasts/Chondrocytes	LTBP1
HIVEP1	1.57E-30	0.57638	0.724	0.548	3.15E-27	Fibroblasts/Chondrocytes	HIVEP1
PDE5A1	2.99E-30	0.888694	0.575	0.316	5.98E-27	Fibroblasts/Chondrocytes	PDE5A
TENM41	7.94E-30	0.924051	0.512	0.16	1.59E-26	Fibroblasts/Chondrocytes	TENM4
DPYSL31	2.85E-29	0.839244	0.51	0.155	5.71E-26	Fibroblasts/Chondrocytes	DPYSL3
FAM155A	1.55E-28	0.724957	0.503	0.157	3.10E-25	Fibroblasts/Chondrocytes	FAM155A
ATP11C	7.15E-24	0.567765	0.657	0.443	1.43E-20	Fibroblasts/Chondrocytes	ATP11C
RFTN1	7.15E-23	0.502217	0.728	0.644	1.43E-19	Fibroblasts/Chondrocytes	RFTN1
ADAMTS17	2.53E-21	0.772492	0.544	0.261	5.06E-18	Fibroblasts/Chondrocytes	ADAMTS17
CRIM11	5.01E-14	0.620593	0.529	0.267	1.00E-10	Fibroblasts/Chondrocytes	CRIM1
RUFY32	2.82E-13	0.513903	0.61	0.41	5.65E-10	Fibroblasts/Chondrocytes	RUFY3
ARHGAP29	1.11E-10	0.571618	0.516	0.222	2.23E-07	Fibroblasts/Chondrocytes	ARHGAP29
FAM155A1	0	3.039744	0.792	0.151	0	Endothelial cells	FAM155A
ANO2	0	2.576693	0.909	0.128	0	Endothelial cells	ANO2
EMCN	0	2.566365	0.862	0.142	0	Endothelial cells	EMCN
VWF	0	2.56437	0.922	0.163	0	Endothelial cells	VWF
LDB21	0	2.529742	0.969	0.197	0	Endothelial cells	LDB2
MCTP11	0	2.511117	0.88	0.221	0	Endothelial cells	MCTP1
TMTC11	0	2.470114	0.869	0.228	0	Endothelial cells	TMTC1
PTPRB	0	2.464808	0.875	0.163	0	Endothelial cells	PTPRB
PLCB41	0	2.398613	0.855	0.157	0	Endothelial cells	PLCB4
MECOM1	0	2.330576	0.947	0.586	0	Endothelial cells	MECOM
PREX21	0	2.222373	0.86	0.189	0	Endothelial cells	PREX2
ADGRL4	0	2.222048	0.752	0.121	0	Endothelial cells	ADGRL4
PKP4	0	2.176749	0.849	0.342	0	Endothelial cells	PKP4
CYYR1	0	2.131164	0.771	0.111	0	Endothelial cells	CYYR1
SPARCL1	0	2.085184	0.782	0.214	0	Endothelial cells	SPARCL1
MYRIP	0	2.04482	0.758	0.193	0	Endothelial cells	MYRIP
PTPRM2	0	2.044646	0.964	0.445	0	Endothelial cells	PTPRM
CRIM12	0	2.016967	0.859	0.259	0	Endothelial cells	CRIM1
CNTNAP3B	0	2.011177	0.852	0.142	0	Endothelial cells	CNTNAP3B
KIAA12172	0	1.922816	0.796	0.267	0	Endothelial cells	KIAA1217
ERG	0	1.90837	0.786	0.163	0	Endothelial cells	ERG
MAGI11	0	1.900353	0.942	0.297	0	Endothelial cells	MAGI1
LIFR2	0	1.861109	0.775	0.194	0	Endothelial cells	LIFR
TCF43	0	1.855276	0.92	0.326	0	Endothelial cells	TCF4
PALMD1	0	1.85077	0.871	0.19	0	Endothelial cells	PALMD
EGFL7	0	1.850663	0.801	0.159	0	Endothelial cells	EGFL7
CDH13	0	1.847373	0.717	0.157	0	Endothelial cells	CDH13
EPAS1	0	1.8355	0.811	0.2	0	Endothelial cells	EPAS1
MKL2	0	1.802407	0.843	0.455	0	Endothelial cells	MKL2
FLT1	0	1.788222	0.739	0.175	0	Endothelial cells	FLT1
MEOX21	0	1.785495	0.792	0.184	0	Endothelial cells	MEOX2
CADPS22	0	1.719215	0.82	0.223	0	Endothelial cells	CADPS2
TEK	0	1.716795	0.796	0.156	0	Endothelial cells	TEK
RASAL21	0	1.71673	0.824	0.314	0	Endothelial cells	RASAL2
ST6GALNAC3	0	1.695559	0.842	0.348	0	Endothelial cells	ST6GALNAC3
CCSER11	0	1.693259	0.775	0.307	0	Endothelial cells	CCSER1
THSD7A	0	1.667846	0.679	0.157	0	Endothelial cells	THSD7A
PECAM1	0	1.659876	0.839	0.31	0	Endothelial cells	PECAM1
STOX2	0	1.652999	0.783	0.209	0	Endothelial cells	STOX2
CXorf36	0	1.620557	0.667	0.089	0	Endothelial cells	CXorf36
DOCK42	0	1.609211	0.891	0.267	0	Endothelial cells	DOCK4
CALCRL1	0	1.578698	0.807	0.231	0	Endothelial cells	CALCRL
ZNF5211	0	1.567712	0.756	0.249	0	Endothelial cells	ZNF521
EPB41L4A1	0	1.561532	0.813	0.243	0	Endothelial cells	EPB41L4A
VEGFC1	0	1.557534	0.661	0.135	0	Endothelial cells	VEGFC
RALGAPA2	0	1.550571	0.902	0.654	0	Endothelial cells	RALGAPA2
FBXL72	0	1.519849	0.849	0.26	0	Endothelial cells	FBXL7
COL8A1	0	1.514593	0.671	0.171	0	Endothelial cells	COL8A1
SASH12	0	1.497288	0.826	0.219	0	Endothelial cells	SASH1
RUNX1T13	0	1.493269	0.783	0.231	0	Endothelial cells	RUNX1T1
RAPGEF4	0	1.492181	0.701	0.207	0	Endothelial cells	RAPGEF4
PTPRG2	0	1.487063	0.856	0.319	0	Endothelial cells	PTPRG
UACA1	0	1.461655	0.758	0.261	0	Endothelial cells	UACA
HMCN11	0	1.455944	0.743	0.172	0	Endothelial cells	HMCN1
FGD51	0	1.444236	0.707	0.2	0	Endothelial cells	FGD5
BTNL9	0	1.430863	0.628	0.153	0	Endothelial cells	BTNL9
SHANK3	0	1.415776	0.724	0.218	0	Endothelial cells	SHANK3
CDC42BPA2	0	1.41218	0.8	0.266	0	Endothelial cells	CDC42BPA
TJP11	0	1.404635	0.74	0.224	0	Endothelial cells	TJP1
PLXDC22	0	1.396658	0.847	0.291	0	Endothelial cells	PLXDC2
MSRB31	0	1.384987	0.756	0.205	0	Endothelial cells	MSRB3
AFDN	0	1.377292	0.782	0.286	0	Endothelial cells	AFDN
SORBS2	0	1.370678	0.773	0.2	0	Endothelial cells	SORBS2
APBB23	0	1.362668	0.851	0.273	0	Endothelial cells	APBB2
NRP13	0	1.342442	0.789	0.261	0	Endothelial cells	NRP1
CHN11	0	1.341584	0.745	0.246	0	Endothelial cells	CHN1
HSPG21	0	1.338215	0.805	0.241	0	Endothelial cells	HSPG2
LRMDA3	0	1.332319	0.928	0.36	0	Endothelial cells	LRMDA
RAPGEF51	0	1.312244	0.766	0.262	0	Endothelial cells	RAPGEF5
CAV11	0	1.297493	0.737	0.218	0	Endothelial cells	CAV1
NFIB3	0	1.282128	0.89	0.295	0	Endothelial cells	NFIB
NXN	0	1.258825	0.722	0.189	0	Endothelial cells	NXN
FAT41	0	1.230657	0.703	0.199	0	Endothelial cells	FAT4
PLSCR42	0	1.216955	0.79	0.241	0	Endothelial cells	PLSCR4
MEF2C1	0	1.214773	0.788	0.278	0	Endothelial cells	MEF2C
PTPN141	0	1.19404	0.798	0.24	0	Endothelial cells	PTPN14
CD341	0	1.13716	0.677	0.219	0	Endothelial cells	CD34
ADGRF5	0	1.104043	0.657	0.128	0	Endothelial cells	ADGRF5
CALD12	0	1.086774	0.807	0.274	0	Endothelial cells	CALD1
PLXNA2	0	1.066169	0.68	0.145	0	Endothelial cells	PLXNA2
ADGRG6	0	1.005099	0.618	0.143	0	Endothelial cells	ADGRG6
TM4SF1	0	0.972551	0.611	0.177	0	Endothelial cells	TM4SF1
FAM198B	0	0.963315	0.669	0.203	0	Endothelial cells	FAM198B
PODXL	0	0.938562	0.682	0.151	0	Endothelial cells	PODXL
PCDH17	0	0.848288	0.582	0.122	0	Endothelial cells	PCDH17
ANXA3	0	0.825543	0.593	0.124	0	Endothelial cells	ANXA3
GUCY1A3	0	0.78806	0.644	0.162	0	Endothelial cells	GUCY1A3
CAVIN11	0	0.711723	0.673	0.213	0	Endothelial cells	CAVIN1
TIE1	0	0.65822	0.621	0.105	0	Endothelial cells	TIE1
AQP1	0	0.625047	0.579	0.132	0	Endothelial cells	AQP1
NOTCH4	0	0.592629	0.554	0.075	0	Endothelial cells	NOTCH4
TLL1	4.49E-305	2.140849	0.642	0.129	8.98E-302	Endothelial cells	TLL1
PLCB13	7.79E-303	1.25381	0.853	0.441	1.56E-299	Endothelial cells	PLCB1
HIF3A	3.01E-301	1.260336	0.672	0.16	6.03E-298	Endothelial cells	HIF3A
KALRN1	7.40E-294	1.493382	0.733	0.25	1.48E-290	Endothelial cells	KALRN
CLIC4	1.60E-291	1.364334	0.709	0.21	3.20E-288	Endothelial cells	CLIC4
FGD42	3.68E-291	1.323604	0.757	0.241	7.36E-288	Endothelial cells	FGD4
NRG3	4.11E-289	1.360318	0.618	0.163	8.22E-286	Endothelial cells	NRG3
RHOJ	5.26E-288	1.207581	0.648	0.145	1.05E-284	Endothelial cells	RHOJ
MET	1.69E-287	1.454056	0.639	0.154	3.38E-284	Endothelial cells	MET
RARB1	4.86E-286	0.667049	0.628	0.169	9.73E-283	Endothelial cells	RARB
KIF13A2	4.86E-284	1.089343	0.793	0.296	9.72E-281	Endothelial cells	KIF13A
DNM3	2.90E-283	1.664977	0.73	0.288	5.80E-280	Endothelial cells	DNM3
PPFIBP11	2.24E-281	1.072803	0.735	0.249	4.48E-278	Endothelial cells	PPFIBP1
SMAD1	2.88E-277	1.133508	0.663	0.194	5.77E-274	Endothelial cells	SMAD1
IFITM3	1.25E-267	0.533756	0.621	0.222	2.49E-264	Endothelial cells	IFITM3
SEMA6A	7.98E-264	1.307712	0.67	0.242	1.60E-260	Endothelial cells	SEMA6A
BCAM	3.06E-258	0.527849	0.563	0.138	6.12E-255	Endothelial cells	BCAM
SHROOM4	1.79E-257	1.265525	0.626	0.123	3.58E-254	Endothelial cells	SHROOM4
ENTPD11	2.80E-257	0.966777	0.74	0.287	5.59E-254	Endothelial cells	ENTPD1
AFAP1L1	1.11E-256	0.572414	0.611	0.207	2.22E-253	Endothelial cells	AFAP1L1
PLEKHG11	1.04E-255	1.181311	0.751	0.286	2.07E-252	Endothelial cells	PLEKHG1
IGFBP72	2.60E-252	1.226064	0.679	0.197	5.20E-249	Endothelial cells	IGFBP7
ARHGAP31	5.23E-250	1.271798	0.77	0.389	1.05E-246	Endothelial cells	ARHGAP31
ADGRL22	2.08E-249	1.058351	0.7	0.224	4.15E-246	Endothelial cells	ADGRL2
JCAD	1.59E-248	0.678368	0.561	0.094	3.18E-245	Endothelial cells	JCAD
FBN11	1.25E-243	0.621752	0.752	0.29	2.49E-240	Endothelial cells	FBN1
ARHGEF15	1.26E-240	0.782716	0.56	0.118	2.52E-237	Endothelial cells	ARHGEF15
RAMP3	6.89E-240	1.316857	0.594	0.11	1.38E-236	Endothelial cells	RAMP3
GNB41	8.40E-239	0.938708	0.651	0.206	1.68E-235	Endothelial cells	GNB4
LMCD1	2.45E-238	1.319126	0.632	0.194	4.91E-235	Endothelial cells	LMCD1
FNIP22	9.35E-238	1.05426	0.741	0.316	1.87E-234	Endothelial cells	FNIP2
PBX13	3.42E-233	0.970737	0.779	0.301	6.85E-230	Endothelial cells	PBX1
PLS32	4.10E-233	1.042086	0.649	0.194	8.21E-230	Endothelial cells	PLS3
A2M	9.37E-232	1.488446	0.697	0.294	1.87E-228	Endothelial cells	A2M
EFNB2	9.45E-232	0.992981	0.604	0.166	1.89E-228	Endothelial cells	EFNB2
APP1	2.51E-231	1.141805	0.809	0.451	5.01E-228	Endothelial cells	APP
JAM2	5.21E-229	1.509706	0.631	0.174	1.04E-225	Endothelial cells	JAM2
ABLIM3	9.08E-227	1.387078	0.617	0.165	1.82E-223	Endothelial cells	ABLIM3
NUAK1	4.71E-226	1.455669	0.648	0.209	9.43E-223	Endothelial cells	NUAK1
LYST	6.16E-226	1.184453	0.849	0.61	1.23E-222	Endothelial cells	LYST
BMP6	8.80E-226	1.413534	0.588	0.164	1.76E-222	Endothelial cells	BMP6
TPD52L1	3.44E-224	0.855764	0.585	0.163	6.88E-221	Endothelial cells	TPD52L1
MAP2	1.61E-223	0.923627	0.59	0.124	3.21E-220	Endothelial cells	MAP2
FLNB1	1.82E-221	1.160638	0.736	0.314	3.64E-218	Endothelial cells	FLNB
SH3D192	2.37E-221	0.769191	0.79	0.343	4.74E-218	Endothelial cells	SH3D19
NOSTRIN	5.58E-221	1.34795	0.584	0.124	1.12E-217	Endothelial cells	NOSTRIN
MYCT1	7.58E-221	0.894762	0.559	0.117	1.52E-217	Endothelial cells	MYCT1
FABP5	1.26E-220	0.584717	0.611	0.258	2.51E-217	Endothelial cells	FABP5
CLEC1A	5.11E-219	0.925731	0.559	0.134	1.02E-215	Endothelial cells	CLEC1A
ETS21	9.43E-219	0.90858	0.624	0.219	1.89E-215	Endothelial cells	ETS2
WNT2B	1.26E-215	0.528598	0.582	0.187	2.53E-212	Endothelial cells	WNT2B
LAMA31	3.61E-215	1.202218	0.621	0.145	7.23E-212	Endothelial cells	LAMA3
RAPH11	1.21E-214	1.007034	0.697	0.255	2.42E-211	Endothelial cells	RAPH1
CPXM21	1.24E-212	1.108907	0.594	0.161	2.48E-209	Endothelial cells	CPXM2
GULP11	8.40E-212	1.07888	0.659	0.203	1.68E-208	Endothelial cells	GULP1
IFI44L	2.92E-211	1.015609	0.631	0.234	5.85E-208	Endothelial cells	IFI44L
ARHGAP291	3.74E-211	1.202857	0.674	0.22	7.48E-208	Endothelial cells	ARHGAP29
KCTD12	5.03E-211	0.581293	0.574	0.188	1.01E-207	Endothelial cells	KCTD12
ZNF608	7.90E-208	0.691466	0.596	0.172	1.58E-204	Endothelial cells	ZNF608
GRB10	8.05E-206	1.267004	0.678	0.281	1.61E-202	Endothelial cells	GRB10
TFPI2	8.76E-206	1.025022	0.637	0.191	1.75E-202	Endothelial cells	TFPI
AL365273.2	2.02E-201	1.072872	0.662	0.277	4.04E-198	Endothelial cells	AL365273.2
GIPC2	2.35E-200	0.874741	0.594	0.182	4.69E-197	Endothelial cells	GIPC2
GPM6A	2.00E-199	1.259492	0.532	0.125	3.99E-196	Endothelial cells	GPM6A
ADAMTS9	1.39E-194	1.986351	0.593	0.156	2.79E-191	Endothelial cells	ADAMTS9
ARHGEF281	1.64E-193	1.142996	0.615	0.174	3.28E-190	Endothelial cells	ARHGEF28
PDE7B	1.31E-192	1.640386	0.674	0.275	2.62E-189	Endothelial cells	PDE7B
HEG12	3.98E-192	1.174898	0.695	0.304	7.95E-189	Endothelial cells	HEG1
ELN1	2.08E-190	0.885653	0.611	0.188	4.17E-187	Endothelial cells	ELN
LIMCH12	1.72E-189	1.109991	0.685	0.235	3.45E-186	Endothelial cells	LIMCH1
CCDC85A	3.79E-189	1.377136	0.577	0.146	7.57E-186	Endothelial cells	CCDC85A
GNG11	6.78E-189	0.573797	0.57	0.213	1.36E-185	Endothelial cells	GNG11
TACR1	1.21E-188	1.284855	0.584	0.195	2.42E-185	Endothelial cells	TACR1
PGM51	5.24E-186	1.393649	0.651	0.257	1.05E-182	Endothelial cells	PGM5
IGF2	5.71E-186	0.600729	0.505	0.193	1.14E-182	Endothelial cells	IGF2
MGP1	1.20E-185	0.52587	0.599	0.257	2.39E-182	Endothelial cells	MGP
SPTBN12	3.31E-185	0.87364	0.87	0.677	6.63E-182	Endothelial cells	SPTBN1
ICA1	3.36E-184	0.986224	0.66	0.262	6.71E-181	Endothelial cells	ICA1
ITGA1	3.98E-184	0.983766	0.641	0.219	7.96E-181	Endothelial cells	ITGA1
WWTR11	8.38E-184	1.386427	0.672	0.243	1.68E-180	Endothelial cells	WWTR1
ZNF4621	1.62E-180	0.683196	0.593	0.184	3.23E-177	Endothelial cells	ZNF462
EXOC6	8.40E-179	1.170548	0.783	0.48	1.68E-175	Endothelial cells	EXOC6
CPE1	2.29E-177	0.696884	0.582	0.194	4.57E-174	Endothelial cells	CPE
SPARC1	6.36E-177	0.505045	0.616	0.247	1.27E-173	Endothelial cells	SPARC
TMOD1	1.57E-174	0.51141	0.569	0.19	3.13E-171	Endothelial cells	TMOD1
TUSC31	1.15E-173	0.889281	0.568	0.156	2.30E-170	Endothelial cells	TUSC3
TMTC2	1.46E-172	1.254935	0.68	0.29	2.92E-169	Endothelial cells	TMTC2
HIPK32	2.55E-172	1.123774	0.804	0.546	5.10E-169	Endothelial cells	HIPK3
ATP8B1	7.36E-172	1.269111	0.703	0.363	1.47E-168	Endothelial cells	ATP8B1
THSD4	4.57E-170	1.037934	0.605	0.208	9.13E-167	Endothelial cells	THSD4
RBMS33	5.38E-170	0.680167	0.721	0.275	1.08E-166	Endothelial cells	RBMS3
CD361	8.06E-170	1.791024	0.654	0.259	1.61E-166	Endothelial cells	CD36
JAG11	2.08E-169	0.566299	0.587	0.199	4.16E-166	Endothelial cells	JAG1
FRY	3.77E-169	0.802574	0.678	0.321	7.54E-166	Endothelial cells	FRY
FRMD4B1	2.82E-168	0.587036	0.699	0.278	5.64E-165	Endothelial cells	FRMD4B
EPS84	3.04E-168	0.828861	0.661	0.249	6.09E-165	Endothelial cells	EPS8
C1orf212	1.60E-167	0.780325	0.678	0.293	3.19E-164	Endothelial cells	C1orf21
PRELID2	2.93E-167	0.726234	0.631	0.241	5.86E-164	Endothelial cells	PRELID2
SMAD9	1.24E-166	0.726451	0.545	0.139	2.47E-163	Endothelial cells	SMAD9
STARD133	1.65E-166	0.658293	0.68	0.256	3.30E-163	Endothelial cells	STARD13
GFOD1	1.57E-165	1.189316	0.629	0.245	3.15E-162	Endothelial cells	GFOD1
FZD6	1.83E-164	0.773332	0.626	0.277	3.67E-161	Endothelial cells	FZD6
SWAP70	2.53E-163	0.818776	0.663	0.242	5.07E-160	Endothelial cells	SWAP70
CCDC178	4.63E-163	0.644532	0.512	0.13	9.27E-160	Endothelial cells	CCDC178
RNF144B1	9.92E-161	0.603191	0.605	0.224	1.98E-157	Endothelial cells	RNF144B
DACH1	5.67E-160	1.710425	0.595	0.195	1.13E-156	Endothelial cells	DACH1
ADIRF1	9.69E-158	0.838874	0.614	0.262	1.94E-154	Endothelial cells	ADIRF
GALNT15	1.01E-156	0.758183	0.527	0.13	2.03E-153	Endothelial cells	GALNT15
RAI141	9.61E-156	0.917703	0.594	0.175	1.92E-152	Endothelial cells	RAI14
NEBL	2.38E-154	0.744568	0.55	0.179	4.76E-151	Endothelial cells	NEBL
CD1091	1.05E-152	0.695618	0.613	0.287	2.09E-149	Endothelial cells	CD109
FAR2	1.98E-152	0.635156	0.668	0.314	3.97E-149	Endothelial cells	FAR2
ENG	1.50E-150	1.094252	0.608	0.235	3.01E-147	Endothelial cells	ENG
CNKSR3	2.90E-149	0.971242	0.533	0.15	5.81E-146	Endothelial cells	CNKSR3
SEMA6D	7.67E-146	1.053066	0.56	0.19	1.53E-142	Endothelial cells	SEMA6D
IL1R1	8.46E-145	1.241933	0.601	0.237	1.69E-141	Endothelial cells	IL1R1
ITGA91	4.85E-144	1.038956	0.584	0.167	9.71E-141	Endothelial cells	ITGA9
LRRC1	9.33E-144	1.078242	0.579	0.223	1.87E-140	Endothelial cells	LRRC1
YBX31	1.37E-143	0.983997	0.643	0.28	2.73E-140	Endothelial cells	YBX3
LTBP12	1.94E-143	0.791518	0.577	0.189	3.87E-140	Endothelial cells	LTBP1
KCNT22	6.46E-143	0.86877	0.551	0.179	1.29E-139	Endothelial cells	KCNT2
RASIP1	6.74E-143	0.793718	0.512	0.109	1.35E-139	Endothelial cells	RASIP1
OSMR2	2.31E-140	0.650501	0.6	0.212	4.63E-137	Endothelial cells	OSMR
TCF7L12	1.90E-137	0.791619	0.633	0.225	3.80E-134	Endothelial cells	TCF7L1
RAPGEF2	5.70E-137	1.064148	0.735	0.445	1.14E-133	Endothelial cells	RAPGEF2
SULF11	1.55E-135	1.692198	0.585	0.187	3.11E-132	Endothelial cells	SULF1
TSPAN2	1.01E-134	0.673843	0.533	0.18	2.01E-131	Endothelial cells	TSPAN2
CDH5	1.56E-132	1.022626	0.544	0.166	3.12E-129	Endothelial cells	CDH5
BNC23	2.05E-132	0.837665	0.65	0.258	4.09E-129	Endothelial cells	BNC2
GALNT18	2.49E-132	0.861813	0.531	0.149	4.98E-129	Endothelial cells	GALNT18
IL331	1.91E-128	1.084175	0.554	0.138	3.82E-125	Endothelial cells	IL33
PTPRK1	2.42E-124	0.838852	0.67	0.306	4.84E-121	Endothelial cells	PTPRK
NTN4	9.45E-124	1.002127	0.538	0.147	1.89E-120	Endothelial cells	NTN4
AGMO	6.28E-123	0.943292	0.537	0.14	1.26E-119	Endothelial cells	AGMO
PDE10A2	6.80E-123	0.833576	0.541	0.172	1.36E-119	Endothelial cells	PDE10A
MTUS11	8.05E-123	0.916335	0.611	0.253	1.61E-119	Endothelial cells	MTUS1
FAM241A	1.92E-121	1.073265	0.651	0.352	3.85E-118	Endothelial cells	FAM241A
PTGIS1	7.61E-119	0.933838	0.548	0.192	1.52E-115	Endothelial cells	PTGIS
PTPRE1	1.55E-118	0.950706	0.663	0.347	3.10E-115	Endothelial cells	PTPRE
RAPGEF3	1.37E-117	1.042571	0.545	0.168	2.73E-114	Endothelial cells	RAPGEF3
COBLL11	1.66E-117	0.814351	0.619	0.225	3.31E-114	Endothelial cells	COBLL1
ZC3H12C	1.99E-115	0.506726	0.55	0.206	3.98E-112	Endothelial cells	ZC3H12C
FN11	3.06E-115	1.072019	0.561	0.211	6.12E-112	Endothelial cells	FN1
EBF32	8.20E-115	0.669831	0.571	0.177	1.64E-111	Endothelial cells	EBF3
FNBP1L	2.00E-114	0.960847	0.573	0.224	4.00E-111	Endothelial cells	FNBP1L
GAB11	2.45E-113	0.904161	0.619	0.245	4.90E-110	Endothelial cells	GAB1
ALDH1A2	2.40E-110	0.75402	0.535	0.202	4.79E-107	Endothelial cells	ALDH1A2
WARS	7.40E-110	0.773895	0.562	0.23	1.48E-106	Endothelial cells	WARS
CACHD11	5.00E-108	0.593116	0.624	0.292	1.00E-104	Endothelial cells	CACHD1
EXT13	1.45E-107	0.969483	0.786	0.501	2.89E-104	Endothelial cells	EXT1
RFTN21	9.43E-105	0.719936	0.528	0.188	1.89E-101	Endothelial cells	RFTN2
TIMP31	1.32E-104	1.276474	0.59	0.255	2.64E-101	Endothelial cells	TIMP3
MEIS22	4.29E-104	0.658535	0.568	0.219	8.59E-101	Endothelial cells	MEIS2
CTNNAL1	6.20E-104	0.747412	0.542	0.214	1.24E-100	Endothelial cells	CTNNAL1
WDFY34	3.43E-103	0.611836	0.665	0.285	6.85E-100	Endothelial cells	WDFY3
LIMA13	1.01E-102	0.517581	0.717	0.367	2.01E-99	Endothelial cells	LIMA1
BEND7	2.34E-102	0.523388	0.525	0.201	4.68E-99	Endothelial cells	BEND7
CD59	4.40E-102	0.827826	0.586	0.278	8.80E-99	Endothelial cells	CD59
LAMC13	8.22E-101	0.666347	0.62	0.253	1.64E-97	Endothelial cells	LAMC1
ZNF385D1	6.30E-100	1.803471	0.554	0.206	1.26E-96	Endothelial cells	ZNF385D
CC2D2B	6.70E-99	0.869865	0.535	0.235	1.34E-95	Endothelial cells	CC2D2B
GATA61	8.16E-99	0.553882	0.506	0.176	1.63E-95	Endothelial cells	GATA6
IGFBP41	3.34E-98	0.768226	0.559	0.242	6.67E-95	Endothelial cells	IGFBP4
SNTG2	7.79E-98	1.397531	0.55	0.211	1.56E-94	Endothelial cells	SNTG2
CRYBG32	6.88E-97	0.662281	0.61	0.263	1.38E-93	Endothelial cells	CRYBG3
ARL15	1.29E-95	1.346689	0.846	0.765	2.58E-92	Endothelial cells	ARL15
GNA141	1.37E-91	0.925068	0.527	0.16	2.75E-88	Endothelial cells	GNA14
FBXL2	1.94E-89	0.547911	0.524	0.212	3.88E-86	Endothelial cells	FBXL2
FCHO22	1.24E-88	0.675826	0.598	0.246	2.47E-85	Endothelial cells	FCHO2
TEAD11	2.03E-88	0.536433	0.644	0.272	4.07E-85	Endothelial cells	TEAD1
MCC1	5.68E-88	0.545157	0.647	0.313	1.14E-84	Endothelial cells	MCC
NAV33	9.74E-88	1.025317	0.576	0.249	1.95E-84	Endothelial cells	NAV3
DPYSL32	1.08E-86	0.734311	0.525	0.16	2.17E-83	Endothelial cells	DPYSL3
ADAMTS61	3.05E-86	1.023926	0.551	0.243	6.10E-83	Endothelial cells	ADAMTS6
NR2F21	3.25E-86	0.613068	0.514	0.202	6.51E-83	Endothelial cells	NR2F2
FZD4	1.43E-84	0.552892	0.505	0.172	2.87E-81	Endothelial cells	FZD4
PALLD2	4.21E-83	0.554014	0.592	0.265	8.41E-80	Endothelial cells	PALLD
PLPP11	2.16E-80	1.405204	0.641	0.352	4.33E-77	Endothelial cells	PLPP1
PDE4D	1.14E-79	0.526632	0.801	0.615	2.29E-76	Endothelial cells	PDE4D
STOM	1.11E-78	0.686287	0.626	0.361	2.23E-75	Endothelial cells	STOM
PRICKLE22	4.59E-75	0.513522	0.538	0.184	9.19E-72	Endothelial cells	PRICKLE2
PDLIM11	5.97E-73	0.847398	0.517	0.185	1.19E-69	Endothelial cells	PDLIM1
