	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
4930523C07Rik3	1.49E-30	1.184632496	0.374	0.224	4.27E-26	pericyte	4930523C07Rik
Farp16	2.60E-30	1.087031101	0.43	0.266	7.46E-26	pericyte	Farp1
Nbeal13	3.15E-30	1.007677506	0.603	0.523	9.06E-26	pericyte	Nbeal1
Sox5os43	6.01E-30	1.16659765	0.236	0.107	1.73E-25	pericyte	Sox5os4
Fry4	7.67E-30	0.290971138	0.628	0.359	2.20E-25	pericyte	Fry
Cdc42bpa6	9.08E-30	0.970617719	0.509	0.365	2.61E-25	pericyte	Cdc42bpa
Timp41	1.34E-29	0.723537522	0.122	0.037	3.84E-25	pericyte	Timp4
Serpinh12	1.36E-29	0.922717782	0.255	0.117	3.90E-25	pericyte	Serpinh1
Zfp6181	1.08E-28	0.757580005	0.162	0.059	3.11E-24	pericyte	Zfp618
Cst33	2.42E-28	0.630485219	0.132	0.042	6.95E-24	pericyte	Cst3
Scarf2	2.54E-28	0.630262683	0.116	0.034	7.29E-24	pericyte	Scarf2
Nhsl24	2.55E-28	1.233769545	0.405	0.258	7.31E-24	pericyte	Nhsl2
Snrk4	2.85E-28	0.995847623	0.404	0.25	8.19E-24	pericyte	Snrk
Spry41	3.88E-28	0.868902568	0.132	0.044	1.11E-23	pericyte	Spry4
Mtss1l3	4.33E-28	0.728620066	0.119	0.037	1.24E-23	pericyte	Mtss1l
1700120O09Rik1	4.72E-28	0.797141256	0.132	0.043	1.36E-23	pericyte	1700120O09Rik
Tmsb4x6	6.35E-28	0.854406575	0.211	0.088	1.82E-23	pericyte	Tmsb4x
Plekhg31	1.02E-27	1.044677646	0.335	0.19	2.94E-23	pericyte	Plekhg3
Angpt23	1.90E-27	0.849145418	0.206	0.088	5.46E-23	pericyte	Angpt2
Psd31	2.66E-27	0.291668292	0.764	0.564	7.63E-23	pericyte	Psd3
Nid11	2.83E-27	0.779646546	0.462	0.303	8.12E-23	pericyte	Nid1
Trabd2b2	4.48E-27	0.854909504	0.397	0.231	1.29E-22	pericyte	Trabd2b
Klhl292	8.20E-27	1.176970648	0.335	0.192	2.35E-22	pericyte	Klhl29
Nedd44	1.08E-26	0.610685831	0.678	0.51	3.10E-22	pericyte	Nedd4
Etv11	1.61E-26	0.748865167	0.149	0.053	4.63E-22	pericyte	Etv1
Ppp2r3a4	2.35E-26	1.085022103	0.456	0.329	6.76E-22	pericyte	Ppp2r3a
Pard35	3.08E-26	0.783535157	0.608	0.474	8.84E-22	pericyte	Pard3
Zbtb463	3.74E-26	0.974660596	0.246	0.119	1.07E-21	pericyte	Zbtb46
Marcks6	1.52E-25	0.803215078	0.32	0.175	4.37E-21	pericyte	Marcks
Tpst12	1.81E-25	0.869717976	0.24	0.112	5.20E-21	pericyte	Tpst1
Trim28	2.78E-25	0.951819434	0.296	0.156	8.00E-21	pericyte	Trim2
Ccdc1413	6.21E-25	1.089048385	0.228	0.109	1.78E-20	pericyte	Ccdc141
Nostrin3	2.35E-24	0.686032142	0.147	0.055	6.75E-20	pericyte	Nostrin
Bcam3	2.97E-24	0.494502639	0.107	0.033	8.52E-20	pericyte	Bcam
Synpo23	3.85E-24	0.998494294	0.251	0.126	1.11E-19	pericyte	Synpo2
Parva6	6.62E-24	1.035662329	0.459	0.333	1.90E-19	pericyte	Parva
Dpysl23	3.95E-23	0.833162114	0.345	0.203	1.14E-18	pericyte	Dpysl2
Serpine22	4.42E-23	0.836362606	0.146	0.056	1.27E-18	pericyte	Serpine2
Pdlim15	5.31E-23	0.863740339	0.258	0.133	1.53E-18	pericyte	Pdlim1
Rbms12	6.47E-23	0.546294401	0.771	0.754	1.86E-18	pericyte	Rbms1
Gm267763	7.53E-23	0.895359284	0.121	0.043	2.16E-18	pericyte	Gm26776
Tm4sf15	9.40E-23	0.593240173	0.136	0.05	2.70E-18	pericyte	Tm4sf1
Raph14	1.15E-22	0.972976686	0.451	0.323	3.30E-18	pericyte	Raph1
Magi16	1.30E-22	0.612552476	0.526	0.366	3.75E-18	pericyte	Magi1
Cldn15	1.57E-22	0.568920138	0.104	0.033	4.50E-18	pericyte	Cldn15
Actb6	4.53E-22	0.705781993	0.218	0.104	1.30E-17	pericyte	Actb
Fblim13	4.96E-22	0.715073374	0.188	0.082	1.42E-17	pericyte	Fblim1
Cyp7b12	5.48E-22	0.73696878	0.126	0.045	1.57E-17	pericyte	Cyp7b1
Lbh3	5.57E-22	0.752254929	0.142	0.056	1.60E-17	pericyte	Lbh
Adamts95	6.20E-22	0.93080285	0.283	0.159	1.78E-17	pericyte	Adamts9
Snx183	5.34E-21	0.89289026	0.266	0.147	1.53E-16	pericyte	Snx18
Zfhx32	9.32E-21	0.762357719	0.62	0.567	2.68E-16	pericyte	Zfhx3
Agmo2	2.23E-20	0.81827739	0.548	0.431	6.40E-16	pericyte	Agmo
Ccdc1703	3.18E-20	0.636993616	0.124	0.046	9.13E-16	pericyte	Ccdc170
Clstn15	3.92E-20	0.8512106	0.211	0.107	1.13E-15	pericyte	Clstn1
Atp9a4	7.03E-20	1.008910826	0.322	0.209	2.02E-15	pericyte	Atp9a
Ggta15	9.78E-20	0.604316393	0.199	0.094	2.81E-15	pericyte	Ggta1
Gm283761	1.44E-19	0.852514183	0.137	0.057	4.14E-15	pericyte	Gm28376
Laptm4a1	1.63E-19	0.789551607	0.288	0.172	4.69E-15	pericyte	Laptm4a
Nrp13	3.44E-19	0.703120988	0.605	0.498	9.88E-15	pericyte	Nrp1
Gli31	3.50E-19	0.628371397	0.337	0.195	1.00E-14	pericyte	Gli3
Ifitm31	3.71E-19	0.562736419	0.102	0.035	1.07E-14	pericyte	Ifitm3
Msrb34	5.08E-19	0.938887471	0.442	0.322	1.46E-14	pericyte	Msrb3
Ptpn91	5.46E-19	1.122135109	0.385	0.28	1.57E-14	pericyte	Ptpn9
Mpzl14	5.69E-19	0.527680831	0.132	0.053	1.63E-14	pericyte	Mpzl1
Son1	7.92E-19	0.595091782	0.729	0.744	2.27E-14	pericyte	Son
Arhgef252	1.31E-18	0.640815433	0.147	0.063	3.76E-14	pericyte	Arhgef25
A830082K12Rik2	1.57E-18	0.593814114	0.124	0.048	4.51E-14	pericyte	A830082K12Rik
Vasp1	1.71E-18	0.858690787	0.181	0.089	4.90E-14	pericyte	Vasp
Dcbld13	2.75E-18	0.811491902	0.132	0.056	7.89E-14	pericyte	Dcbld1
Mgat4a5	3.63E-18	0.743830424	0.184	0.089	1.04E-13	pericyte	Mgat4a
Tcf7l23	3.86E-18	0.711149174	0.618	0.54	1.11E-13	pericyte	Tcf7l2
Tpm46	4.54E-18	0.807761652	0.278	0.165	1.30E-13	pericyte	Tpm4
Tnfrsf215	4.68E-18	0.843108549	0.213	0.11	1.34E-13	pericyte	Tnfrsf21
4930402H24Rik2	1.07E-17	0.825580916	0.554	0.491	3.09E-13	pericyte	4930402H24Rik
Klf127	1.21E-17	0.64458487	0.28	0.158	3.48E-13	pericyte	Klf12
Stard81	2.46E-17	0.557497	0.261	0.142	7.05E-13	pericyte	Stard8
Filip15	2.83E-17	0.780828469	0.228	0.123	8.12E-13	pericyte	Filip1
Ror21	3.05E-17	0.720333336	0.206	0.104	8.77E-13	pericyte	Ror2
9530026P05Rik5	3.47E-17	0.717411695	0.437	0.294	9.97E-13	pericyte	9530026P05Rik
Pik3r12	3.58E-17	0.624403672	0.596	0.511	1.03E-12	pericyte	Pik3r1
Crim15	4.08E-17	0.864456719	0.436	0.323	1.17E-12	pericyte	Crim1
Adap2os1	6.24E-17	0.897277666	0.286	0.174	1.79E-12	pericyte	Adap2os
Mamdc22	8.62E-17	0.4979931	0.219	0.112	2.48E-12	pericyte	Mamdc2
Luzp13	1.58E-16	0.941671557	0.432	0.345	4.53E-12	pericyte	Luzp1
Serping12	1.61E-16	0.595489998	0.29	0.171	4.61E-12	pericyte	Serping1
Myo105	1.83E-16	0.821068557	0.276	0.169	5.26E-12	pericyte	Myo10
Lamb12	2.22E-16	0.835550597	0.345	0.237	6.38E-12	pericyte	Lamb1
Gm268834	2.33E-16	0.586380553	0.436	0.316	6.69E-12	pericyte	Gm26883
Ppfibp13	2.92E-16	0.857496468	0.459	0.38	8.38E-12	pericyte	Ppfibp1
Soga12	3.01E-16	1.023165141	0.29	0.185	8.66E-12	pericyte	Soga1
Tns14	4.94E-16	0.462780895	0.652	0.505	1.42E-11	pericyte	Tns1
Pde1a4	5.90E-16	1.022053076	0.355	0.245	1.69E-11	pericyte	Pde1a
Oaf1	6.98E-16	0.668820708	0.147	0.068	2.00E-11	pericyte	Oaf
Pola2	7.41E-16	0.626526636	0.112	0.046	2.13E-11	pericyte	Pola2
Cfd2	9.59E-16	0.601242404	0.149	0.068	2.76E-11	pericyte	Cfd
Tpm14	1.03E-15	0.832289983	0.293	0.186	2.96E-11	pericyte	Tpm1
Nckap53	1.51E-15	0.623677923	0.384	0.258	4.33E-11	pericyte	Nckap5
Myadm3	1.75E-15	0.649219878	0.142	0.066	5.02E-11	pericyte	Myadm
Pik3ca	1.89E-15	0.895249822	0.449	0.377	5.43E-11	pericyte	Pik3ca
Abi23	2.00E-15	0.780471256	0.266	0.161	5.73E-11	pericyte	Abi2
Rbms33	2.11E-15	0.287031745	0.749	0.536	6.07E-11	pericyte	Rbms3
Abcg23	2.34E-15	0.518455677	0.159	0.076	6.71E-11	pericyte	Abcg2
Col18a14	2.59E-15	0.947687646	0.221	0.128	7.44E-11	pericyte	Col18a1
Galnt105	4.49E-15	0.810307645	0.27	0.168	1.29E-10	pericyte	Galnt10
Hipk14	5.42E-15	0.89152112	0.36	0.271	1.56E-10	pericyte	Hipk1
Btbd34	5.63E-15	0.803917558	0.193	0.105	1.62E-10	pericyte	Btbd3
Arhgap62	7.01E-15	0.337533778	0.633	0.485	2.01E-10	pericyte	Arhgap6
Mmp141	1.02E-14	0.54612427	0.263	0.152	2.93E-10	pericyte	Mmp14
Ptk24	1.53E-14	0.763816484	0.497	0.434	4.40E-10	pericyte	Ptk2
Ptms2	1.83E-14	0.736231441	0.194	0.108	5.25E-10	pericyte	Ptms
Specc14	2.47E-14	0.601155086	0.335	0.216	7.11E-10	pericyte	Specc1
Jph11	2.64E-14	0.965859928	0.156	0.08	7.57E-10	pericyte	Jph1
Prr5l5	2.76E-14	0.830735126	0.203	0.116	7.93E-10	pericyte	Prr5l
Acer23	2.90E-14	0.869032228	0.171	0.091	8.32E-10	pericyte	Acer2
Errfi12	3.11E-14	0.693031191	0.34	0.227	8.94E-10	pericyte	Errfi1
mt-Nd57	3.47E-14	0.579295385	0.139	0.064	9.97E-10	pericyte	mt-Nd5
Inpp5a1	4.11E-14	0.946965521	0.34	0.252	1.18E-09	pericyte	Inpp5a
Asap14	5.18E-14	0.508861022	0.714	0.675	1.49E-09	pericyte	Asap1
Itih53	5.69E-14	0.668265184	0.4	0.291	1.63E-09	pericyte	Itih5
Fam20a5	9.32E-14	0.766293512	0.203	0.114	2.68E-09	pericyte	Fam20a
Ext13	1.23E-13	0.340489977	0.797	0.782	3.54E-09	pericyte	Ext1
Speg1	1.25E-13	0.644640594	0.121	0.055	3.60E-09	pericyte	Speg
Gnas4	1.30E-13	0.79676629	0.499	0.457	3.73E-09	pericyte	Gnas
Cyp20a12	1.41E-13	0.791450285	0.193	0.109	4.05E-09	pericyte	Cyp20a1
Slco3a15	1.50E-13	0.639370326	0.347	0.236	4.31E-09	pericyte	Slco3a1
Fmnl34	1.96E-13	0.510257826	0.127	0.058	5.64E-09	pericyte	Fmnl3
Dag13	2.96E-13	0.88121802	0.347	0.265	8.50E-09	pericyte	Dag1
Arhgef403	3.68E-13	0.888432501	0.208	0.125	1.06E-08	pericyte	Arhgef40
Cped14	4.47E-13	0.288441269	0.645	0.471	1.28E-08	pericyte	Cped1
Rock15	5.45E-13	0.621905551	0.573	0.549	1.56E-08	pericyte	Rock1
Pls35	5.82E-13	0.825035284	0.273	0.18	1.67E-08	pericyte	Pls3
Sema6d2	6.01E-13	0.800195967	0.235	0.145	1.73E-08	pericyte	Sema6d
Rbfox25	6.07E-13	0.510965263	0.57	0.478	1.74E-08	pericyte	Rbfox2
Tanc15	6.88E-13	0.707868744	0.4	0.321	1.98E-08	pericyte	Tanc1
Plpp14	1.17E-12	0.731146404	0.243	0.15	3.36E-08	pericyte	Plpp1
Sep-73	1.25E-12	0.80673684	0.412	0.352	3.59E-08	pericyte	7-Sep
Sntb13	1.38E-12	0.434032474	0.352	0.223	3.97E-08	pericyte	Sntb1
Fam124a2	1.52E-12	0.843954305	0.169	0.094	4.37E-08	pericyte	Fam124a
Tspan123	1.61E-12	0.534820628	0.303	0.196	4.63E-08	pericyte	Tspan12
Gm266324	1.65E-12	0.889393271	0.191	0.112	4.73E-08	pericyte	Gm26632
Adcy31	1.65E-12	0.693365318	0.211	0.126	4.74E-08	pericyte	Adcy3
Ralgps11	2.53E-12	0.937669849	0.281	0.198	7.26E-08	pericyte	Ralgps1
Rarres21	3.38E-12	0.773211456	0.147	0.077	9.72E-08	pericyte	Rarres2
Tnxb1	3.56E-12	0.31292031	0.342	0.215	1.02E-07	pericyte	Tnxb
mt-Nd34	4.45E-12	0.456728582	0.107	0.047	1.28E-07	pericyte	mt-Nd3
Gm119061	4.58E-12	0.6674285	0.101	0.045	1.32E-07	pericyte	Gm11906
Hspg23	5.06E-12	0.730978064	0.353	0.268	1.45E-07	pericyte	Hspg2
Stard133	7.27E-12	0.822957657	0.162	0.091	2.09E-07	pericyte	Stard13
Mxra71	1.03E-11	0.500244125	0.141	0.071	2.96E-07	pericyte	Mxra7
Syne24	2.59E-11	0.562774772	0.514	0.456	7.44E-07	pericyte	Syne2
Txnip2	3.13E-11	0.62960975	0.484	0.424	8.99E-07	pericyte	Txnip
Greb1l1	3.43E-11	0.590851227	0.168	0.093	9.85E-07	pericyte	Greb1l
Pced1b6	3.47E-11	0.782915583	0.33	0.248	9.97E-07	pericyte	Pced1b
Ndrg22	3.77E-11	0.761097281	0.141	0.076	1.08E-06	pericyte	Ndrg2
Fam129a4	4.98E-11	0.641821152	0.348	0.251	1.43E-06	pericyte	Fam129a
Klf74	5.44E-11	0.63213687	0.38	0.299	1.56E-06	pericyte	Klf7
Cyth32	6.57E-11	0.670963409	0.39	0.306	1.89E-06	pericyte	Cyth3
Calm15	6.69E-11	0.58760023	0.136	0.071	1.92E-06	pericyte	Calm1
Stim13	7.19E-11	0.708746885	0.466	0.405	2.06E-06	pericyte	Stim1
Emp21	8.52E-11	0.460075068	0.102	0.048	2.45E-06	pericyte	Emp2
Map42	9.58E-11	0.650316782	0.506	0.461	2.75E-06	pericyte	Map4
C2cd23	1.30E-10	0.764995771	0.186	0.114	3.75E-06	pericyte	C2cd2
Tmem1821	1.37E-10	0.677428261	0.132	0.071	3.94E-06	pericyte	Tmem182
Lars22	1.65E-10	0.660352	0.193	0.119	4.75E-06	pericyte	Lars2
Ftl13	1.70E-10	0.358860663	0.114	0.055	4.87E-06	pericyte	Ftl1
Nrep1	2.23E-10	0.481054801	0.126	0.064	6.40E-06	pericyte	Nrep
Tshz32	2.63E-10	0.56178474	0.246	0.159	7.57E-06	pericyte	Tshz3
Ifi27l2a2	2.97E-10	0.691782323	0.122	0.063	8.54E-06	pericyte	Ifi27l2a
Dpf31	5.03E-10	0.752656641	0.171	0.104	1.45E-05	pericyte	Dpf3
Gm158861	6.40E-10	0.673159219	0.166	0.098	1.84E-05	pericyte	Gm15886
Col5a11	7.16E-10	0.517847829	0.385	0.3	2.06E-05	pericyte	Col5a1
Prrx12	8.06E-10	0.368527031	0.33	0.23	2.31E-05	pericyte	Prrx1
Flna3	9.65E-10	0.611201015	0.315	0.234	2.77E-05	pericyte	Flna
Tuba1a2	9.67E-10	0.614090208	0.117	0.061	2.78E-05	pericyte	Tuba1a
Trpc12	1.14E-09	0.731647984	0.151	0.088	3.28E-05	pericyte	Trpc1
Plxnd15	1.52E-09	0.642656728	0.188	0.117	4.37E-05	pericyte	Plxnd1
Wdfy31	1.75E-09	0.536963055	0.576	0.573	5.03E-05	pericyte	Wdfy3
Pdzd22	2.67E-09	0.570786243	0.439	0.344	7.68E-05	pericyte	Pdzd2
Eif4g33	2.72E-09	0.580193905	0.583	0.586	7.81E-05	pericyte	Eif4g3
Tmem131	2.72E-09	0.737713664	0.385	0.337	7.82E-05	pericyte	Tmem131
Csrp13	2.85E-09	0.512491325	0.121	0.064	8.20E-05	pericyte	Csrp1
Hsp90ab12	3.80E-09	0.600071127	0.198	0.129	0.000109147	pericyte	Hsp90ab1
Slfn53	4.87E-09	0.464678902	0.275	0.189	0.000139834	pericyte	Slfn5
Samd43	5.45E-09	0.955187632	0.451	0.403	0.00015667	pericyte	Samd4
Itpkb6	7.86E-09	0.450428397	0.367	0.282	0.000225807	pericyte	Itpkb
Fzd43	7.87E-09	0.72998725	0.221	0.154	0.000226199	pericyte	Fzd4
Sipa13	8.58E-09	0.566104228	0.179	0.112	0.000246432	pericyte	Sipa1
Arntl21	1.09E-08	0.592237159	0.124	0.069	0.000311857	pericyte	Arntl2
Pard3b3	1.21E-08	0.389381968	0.598	0.524	0.00034631	pericyte	Pard3b
Map4k33	1.34E-08	0.677345513	0.487	0.469	0.000385235	pericyte	Map4k3
Stk391	1.38E-08	0.507574623	0.405	0.333	0.000396065	pericyte	Stk39
Jag14	1.43E-08	0.761475505	0.243	0.178	0.000409739	pericyte	Jag1
Gm101251	3.28E-08	0.639487309	0.146	0.087	0.000942372	pericyte	Gm10125
Fam78b2	3.64E-08	0.610761059	0.224	0.155	0.00104702	pericyte	Fam78b
Actn45	3.75E-08	0.775715147	0.372	0.328	0.001076671	pericyte	Actn4
L3mbtl32	4.07E-08	0.832673803	0.278	0.217	0.001170292	pericyte	L3mbtl3
Adgra31	4.33E-08	0.690281816	0.156	0.097	0.001244843	pericyte	Adgra3
Gm152612	4.79E-08	0.294368064	0.342	0.25	0.001377314	pericyte	Gm15261
Epn25	5.38E-08	0.571205721	0.355	0.286	0.001546229	pericyte	Epn2
mt-Co18	6.98E-08	0.399003656	0.146	0.086	0.002004891	pericyte	mt-Co1
Ncor12	9.66E-08	0.496901203	0.618	0.626	0.00277493	pericyte	Ncor1
Mrc21	1.08E-07	0.591416715	0.216	0.147	0.003114004	pericyte	Mrc2
Cnn35	2.15E-07	0.423870452	0.121	0.069	0.006163806	pericyte	Cnn3
Oaz22	2.23E-07	0.753196031	0.159	0.105	0.006417473	pericyte	Oaz2
Stk38l2	2.32E-07	0.685368131	0.161	0.106	0.00665424	pericyte	Stk38l
Vim5	2.81E-07	0.648920611	0.258	0.199	0.008060776	pericyte	Vim
Rhob2	2.86E-07	0.535235114	0.157	0.102	0.008204252	pericyte	Rhob
Map4k45	2.98E-07	0.520173982	0.516	0.516	0.008572873	pericyte	Map4k4
Spred12	3.46E-07	0.589058094	0.385	0.332	0.009941466	pericyte	Spred1
Sik34	3.50E-07	0.577619742	0.559	0.551	0.010062203	pericyte	Sik3
Arhgef124	4.67E-07	0.463094646	0.593	0.603	0.013412009	pericyte	Arhgef12
Elk42	6.13E-07	0.633673047	0.219	0.162	0.017609449	pericyte	Elk4
Cers43	6.68E-07	0.590723814	0.157	0.103	0.019177753	pericyte	Cers4
Elk35	8.48E-07	0.491647216	0.226	0.161	0.024369485	pericyte	Elk3
Gulp13	9.16E-07	0.319241213	0.484	0.394	0.02630163	pericyte	Gulp1
Hmgn31	9.48E-07	0.566666898	0.142	0.092	0.027225511	pericyte	Hmgn3
Mid24	9.79E-07	0.704855889	0.194	0.141	0.028115878	pericyte	Mid2
Plod12	1.25E-06	0.58810408	0.186	0.13	0.035909873	pericyte	Plod1
Cyp2d222	2.09E-06	0.508462366	0.134	0.085	0.06004873	pericyte	Cyp2d22
Wipf15	2.38E-06	0.302789966	0.508	0.429	0.068476193	pericyte	Wipf1
Lrrfip17	3.46E-06	0.52368625	0.317	0.263	0.099287888	pericyte	Lrrfip1
Chd41	3.90E-06	0.572656948	0.43	0.405	0.112003809	pericyte	Chd4
Itga72	5.57E-06	0.581410172	0.139	0.093	0.159912775	pericyte	Itga7
Rgs62	6.62E-06	0.427285923	0.139	0.087	0.190268459	pericyte	Rgs6
Creb3l24	6.78E-06	0.683388878	0.36	0.327	0.194900019	pericyte	Creb3l2
Npas22	7.24E-06	0.642990069	0.251	0.197	0.208098316	pericyte	Npas2
Syde12	8.60E-06	0.45606426	0.104	0.063	0.247067139	pericyte	Syde1
Nhs4	8.60E-06	0.798943518	0.147	0.099	0.247099778	pericyte	Nhs
Tnfaip84	9.47E-06	0.552596125	0.4	0.365	0.271968449	pericyte	Tnfaip8
Selenof1	9.77E-06	0.432163974	0.112	0.071	0.280624999	pericyte	Selenof
Slc16a24	9.94E-06	0.440674149	0.112	0.068	0.285484115	pericyte	Slc16a2
App4	1.14E-05	0.255935176	0.615	0.592	0.326760446	pericyte	App
Prex24	1.28E-05	0.430944423	0.193	0.139	0.369058545	pericyte	Prex2
Mcam2	1.63E-05	0.552652329	0.188	0.139	0.469058199	pericyte	Mcam
Stard93	1.78E-05	0.431310811	0.37	0.306	0.511254308	pericyte	Stard9
Eda1	1.84E-05	0.468339587	0.338	0.286	0.529911863	pericyte	Eda
Zfp4233	1.86E-05	0.361390974	0.322	0.252	0.533032921	pericyte	Zfp423
Ttc39b2	1.86E-05	0.509846533	0.221	0.17	0.534582514	pericyte	Ttc39b
Tnfrsf1a1	1.92E-05	0.415120721	0.107	0.067	0.551751177	pericyte	Tnfrsf1a
Epb41l23	2.13E-05	0.280688559	0.583	0.534	0.611724049	pericyte	Epb41l2
Cdk84	2.43E-05	0.726905969	0.317	0.278	0.699078346	pericyte	Cdk8
C1s11	2.51E-05	0.477868903	0.208	0.155	0.720099305	pericyte	C1s1
Tmed9	2.82E-05	0.430981258	0.112	0.072	0.810875	pericyte	Tmed9
Fam162a	2.87E-05	0.563250888	0.147	0.104	0.825064536	pericyte	Fam162a
Lamb23	3.21E-05	0.47500533	0.129	0.086	0.921289603	pericyte	Lamb2
Akap124	3.29E-05	0.538415799	0.183	0.133	0.945372306	pericyte	Akap12
Astn23	3.34E-05	0.447860929	0.109	0.068	0.960121954	pericyte	Astn2
Cfap202	3.53E-05	0.540689189	0.152	0.108	1	pericyte	Cfap20
Arhgef10l4	4.37E-05	0.4882651	0.224	0.173	1	pericyte	Arhgef10l
Bmpr1b1	4.45E-05	0.265470376	0.116	0.073	1	pericyte	Bmpr1b
Lpl1	4.85E-05	0.338338254	0.427	0.345	1	pericyte	Lpl
Peg31	8.28E-05	0.292844166	0.219	0.163	1	pericyte	Peg3
Zdhhc171	0.000104495	0.693488735	0.278	0.247	1	pericyte	Zdhhc17
Fam135a4	0.000128577	0.602502341	0.245	0.205	1	pericyte	Fam135a
Lep1	0.00013871	0.75858083	0.162	0.119	1	pericyte	Lep
4921511C10Rik	0.000140235	0.459243078	0.104	0.068	1	pericyte	4921511C10Rik
Sh2b33	0.000149549	0.442560195	0.106	0.068	1	pericyte	Sh2b3
B430010I23Rik1	0.000158459	0.756222621	0.164	0.126	1	pericyte	B430010I23Rik
Picalm5	0.000167997	0.353601957	0.559	0.579	1	pericyte	Picalm
Lgals11	0.000180493	0.711684724	0.171	0.134	1	pericyte	Lgals1
Acot72	0.00019463	0.446181526	0.129	0.091	1	pericyte	Acot7
Pkig5	0.000198794	0.550719202	0.213	0.171	1	pericyte	Pkig
Gm34408	0.000199114	0.54071653	0.111	0.075	1	pericyte	Gm34408
Gm292372	0.000225619	0.580300106	0.209	0.167	1	pericyte	Gm29237
Fam222b1	0.000310286	0.646158579	0.31	0.287	1	pericyte	Fam222b
Ikbip1	0.00040615	0.417443387	0.131	0.093	1	pericyte	Ikbip
Cdk65	0.000455271	0.289267282	0.265	0.213	1	pericyte	Cdk6
Bmpr1a4	0.000553193	0.510926122	0.377	0.355	1	pericyte	Bmpr1a
Pard3bos12	0.000599375	0.542750674	0.122	0.088	1	pericyte	Pard3bos1
Chst112	0.000608004	0.41931444	0.28	0.244	1	pericyte	Chst11
Ndufs2	0.000637233	0.433147135	0.101	0.069	1	pericyte	Ndufs2
Gm156143	0.000641747	0.462930646	0.102	0.07	1	pericyte	Gm15614
Fez21	0.00072029	0.454880911	0.144	0.108	1	pericyte	Fez2
Smg63	0.00072426	0.568037274	0.492	0.526	1	pericyte	Smg6
Mtus13	0.000763702	0.575167479	0.317	0.293	1	pericyte	Mtus1
Uggt21	0.000791045	0.520563761	0.137	0.103	1	pericyte	Uggt2
Phlpp14	0.000897196	0.454908075	0.4	0.386	1	pericyte	Phlpp1
Anxa5	0.000916526	0.551067129	0.235	0.204	1	pericyte	Anxa5
Fbxw81	0.001067098	0.568870651	0.315	0.299	1	pericyte	Fbxw8
Thbs22	0.00114918	0.268812276	0.104	0.071	1	pericyte	Thbs2
Eif11	0.001317781	0.49993373	0.107	0.077	1	pericyte	Eif1
Stxbp65	0.001330566	0.269276778	0.305	0.259	1	pericyte	Stxbp6
Herc14	0.001492356	0.43954035	0.496	0.528	1	pericyte	Herc1
Cp4	0.001537878	0.426764232	0.291	0.257	1	pericyte	Cp
Eml13	0.001540184	0.290742522	0.152	0.114	1	pericyte	Eml1
Nlk2	0.001590251	0.543187285	0.405	0.417	1	pericyte	Nlk
Arhgap103	0.001629875	0.341693664	0.541	0.522	1	pericyte	Arhgap10
Galnt185	0.001663314	0.330619161	0.178	0.14	1	pericyte	Galnt18
Maml35	0.001776864	0.496639016	0.382	0.359	1	pericyte	Maml3
Ntn44	0.001822651	0.419422244	0.131	0.096	1	pericyte	Ntn4
Tnfaip11	0.002020727	0.336832073	0.124	0.091	1	pericyte	Tnfaip1
Kazn3	0.002061385	0.384463701	0.106	0.075	1	pericyte	Kazn
Rftn15	0.00206333	0.282309485	0.41	0.38	1	pericyte	Rftn1
Chd91	0.002064408	0.349295583	0.595	0.631	1	pericyte	Chd9
Ebf33	0.002074049	0.512626926	0.233	0.203	1	pericyte	Ebf3
Zmynd85	0.002092646	0.425978755	0.407	0.405	1	pericyte	Zmynd8
Nfe2l12	0.002342988	0.542382922	0.178	0.15	1	pericyte	Nfe2l1
Atp2a24	0.002396917	0.53808378	0.333	0.323	1	pericyte	Atp2a2
Dab2ip6	0.002453223	0.618498849	0.203	0.176	1	pericyte	Dab2ip
Tnks4	0.002482338	0.598114498	0.399	0.412	1	pericyte	Tnks
Trim243	0.002510601	0.585742803	0.298	0.279	1	pericyte	Trim24
Palld3	0.00265656	0.514577337	0.288	0.264	1	pericyte	Palld
Tmem38b2	0.003081455	0.441035058	0.104	0.077	1	pericyte	Tmem38b
Ntm1	0.003332314	0.4387494	0.101	0.072	1	pericyte	Ntm
Slc44a26	0.003398615	0.445682593	0.144	0.112	1	pericyte	Slc44a2
Tnks1bp11	0.003429127	0.637345749	0.164	0.137	1	pericyte	Tnks1bp1
Plod21	0.003436039	0.404293539	0.169	0.135	1	pericyte	Plod2
Uba21	0.003494147	0.585152514	0.188	0.159	1	pericyte	Uba2
Ggt51	0.00383887	0.376462015	0.132	0.101	1	pericyte	Ggt5
Zcchc145	0.003896564	0.553499114	0.226	0.2	1	pericyte	Zcchc14
Myl12a2	0.00430858	0.406223872	0.107	0.08	1	pericyte	Myl12a
Ehd22	0.004428933	0.54379847	0.206	0.181	1	pericyte	Ehd2
Nckap16	0.004464569	0.489616167	0.365	0.358	1	pericyte	Nckap1
Amotl14	0.004601199	0.49926046	0.233	0.209	1	pericyte	Amotl1
Trak12	0.00470066	0.46208969	0.439	0.464	1	pericyte	Trak1
Lrp54	0.004701944	0.55662709	0.186	0.158	1	pericyte	Lrp5
Spred24	0.00497098	0.495894881	0.261	0.24	1	pericyte	Spred2
