	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EMCN	1.03E-45	0.3546971	0.239	0.116	3.23E-41	pericyte	EMCN
APOLD1	4.81E-45	0.738808958	0.178	0.081	1.52E-40	pericyte	APOLD1
Sep-71	6.03E-45	0.774087997	0.496	0.387	1.90E-40	pericyte	7-Sep
DLEU2	2.55E-44	0.661823926	0.628	0.538	8.04E-40	pericyte	DLEU2
HES1	1.30E-43	0.520450313	0.102	0.036	4.11E-39	pericyte	HES1
AC096741.2	2.02E-43	0.734215095	0.121	0.047	6.36E-39	pericyte	AC096741.2
GPM6B	3.04E-43	0.599098878	0.137	0.056	9.59E-39	pericyte	GPM6B
ARHGAP17	5.54E-43	0.837921591	0.38	0.261	1.75E-38	pericyte	ARHGAP17
HIP1	6.65E-43	0.83750794	0.476	0.363	2.10E-38	pericyte	HIP1
ADCY6	6.87E-43	0.827617358	0.262	0.152	2.17E-38	pericyte	ADCY6
NFATC4	1.10E-42	0.496170663	0.101	0.035	3.48E-38	pericyte	NFATC4
TSPAN14	1.42E-42	0.818628745	0.318	0.201	4.46E-38	pericyte	TSPAN14
ADRA1B1	4.22E-42	0.631158102	0.143	0.06	1.33E-37	pericyte	ADRA1B
KIRREL11	1.80E-41	0.924483046	0.336	0.225	5.69E-37	pericyte	KIRREL1
KLHL23	3.43E-41	0.809156977	0.206	0.108	1.08E-36	pericyte	KLHL23
MKLN1	4.87E-41	0.687599837	0.627	0.587	1.54E-36	pericyte	MKLN1
IGFBP2	1.88E-40	0.511116628	0.117	0.046	5.93E-36	pericyte	IGFBP2
ANGPT1	4.55E-40	0.787040684	0.317	0.196	1.43E-35	pericyte	ANGPT1
EPB41L21	5.54E-40	0.601321841	0.607	0.506	1.75E-35	pericyte	EPB41L2
CDK141	1.37E-39	0.620446958	0.564	0.447	4.32E-35	pericyte	CDK14
C1QTNF1	7.90E-39	0.579205581	0.159	0.074	2.49E-34	pericyte	C1QTNF1
AC007319.1	1.12E-38	0.591687137	0.471	0.336	3.53E-34	pericyte	AC007319.1
ARHGDIB	6.52E-38	0.505943234	0.165	0.076	2.06E-33	pericyte	ARHGDIB
AC005550.31	1.07E-37	0.594684915	0.154	0.07	3.38E-33	pericyte	AC005550.3
FYN1	4.89E-37	0.721222718	0.544	0.458	1.54E-32	pericyte	FYN
P2RY14	8.07E-37	0.289968356	0.143	0.061	2.54E-32	pericyte	P2RY14
RNF180	1.37E-36	0.781655972	0.212	0.117	4.32E-32	pericyte	RNF180
DPYSL21	1.77E-36	0.71636076	0.391	0.277	5.57E-32	pericyte	DPYSL2
TMEM204	2.30E-36	0.378568766	0.103	0.039	7.24E-32	pericyte	TMEM204
RARB	3.09E-36	0.722136434	0.15	0.07	9.75E-32	pericyte	RARB
ITIH51	6.12E-36	0.518460726	0.447	0.312	1.93E-31	pericyte	ITIH5
ITPR1	1.21E-35	0.692625753	0.32	0.209	3.82E-31	pericyte	ITPR1
ST51	3.15E-35	0.784835056	0.281	0.174	9.92E-31	pericyte	ST5
MAP3K201	5.69E-35	0.728436171	0.43	0.331	1.79E-30	pericyte	MAP3K20
TRAK1	1.03E-33	0.774457588	0.408	0.312	3.25E-29	pericyte	TRAK1
CPM	2.24E-33	0.737011355	0.389	0.271	7.06E-29	pericyte	CPM
MYL9	7.74E-33	0.733296872	0.254	0.157	2.44E-28	pericyte	MYL9
TCF41	1.16E-32	0.452580655	0.638	0.565	3.66E-28	pericyte	TCF4
PLEKHG2	1.96E-32	0.427974867	0.105	0.043	6.17E-28	pericyte	PLEKHG2
CD441	7.43E-32	0.506757488	0.451	0.323	2.34E-27	pericyte	CD44
OAF1	1.08E-31	0.543090585	0.217	0.122	3.40E-27	pericyte	OAF
SYN3	1.47E-31	0.83697923	0.367	0.263	4.64E-27	pericyte	SYN3
COL27A1	1.48E-31	0.572458351	0.129	0.059	4.66E-27	pericyte	COL27A1
PTK2	2.39E-31	0.674103382	0.59	0.553	7.53E-27	pericyte	PTK2
MYO6	3.06E-31	0.713033481	0.312	0.214	9.66E-27	pericyte	MYO6
MIR646HG	1.24E-30	0.712679731	0.163	0.084	3.92E-26	pericyte	MIR646HG
ANXA8L11	1.55E-30	0.505442547	0.187	0.099	4.90E-26	pericyte	ANXA8L1
CHD91	2.51E-30	0.515248352	0.697	0.678	7.90E-26	pericyte	CHD9
SEMA6D1	2.91E-30	0.983612661	0.225	0.135	9.18E-26	pericyte	SEMA6D
ASAP21	3.26E-30	0.741887415	0.385	0.292	1.03E-25	pericyte	ASAP2
PPP1R12A	4.13E-30	0.657854427	0.554	0.509	1.30E-25	pericyte	PPP1R12A
UVRAG	9.79E-30	0.738581819	0.568	0.517	3.09E-25	pericyte	UVRAG
DMD	1.00E-29	0.320774629	0.607	0.484	3.15E-25	pericyte	DMD
SPARC1	1.46E-29	0.414738711	0.6	0.53	4.61E-25	pericyte	SPARC
CPE2	1.85E-29	0.636188055	0.394	0.287	5.84E-25	pericyte	CPE
KPNA5	2.04E-29	0.908667571	0.286	0.199	6.43E-25	pericyte	KPNA5
ACTA2	8.33E-29	0.57670382	0.184	0.102	2.63E-24	pericyte	ACTA2
ADAMTS51	9.80E-29	0.574406133	0.287	0.182	3.09E-24	pericyte	ADAMTS5
RUNX1T11	1.72E-28	0.665887127	0.496	0.407	5.44E-24	pericyte	RUNX1T1
PIP5K1B1	2.98E-28	0.738595186	0.223	0.134	9.41E-24	pericyte	PIP5K1B
AC100830.1	4.41E-28	0.592577989	0.109	0.049	1.39E-23	pericyte	AC100830.1
LDLRAD3	1.19E-27	0.789898073	0.281	0.191	3.74E-23	pericyte	LDLRAD3
RERG1	1.27E-27	0.67063638	0.387	0.286	4.00E-23	pericyte	RERG
FAM110B2	2.22E-27	0.673765491	0.27	0.179	7.00E-23	pericyte	FAM110B
MFGE81	2.94E-27	0.577366307	0.195	0.112	9.27E-23	pericyte	MFGE8
FARP1	3.35E-27	0.643078165	0.306	0.211	1.06E-22	pericyte	FARP1
HSPG21	3.41E-27	0.676023532	0.457	0.378	1.08E-22	pericyte	HSPG2
ANKRD44	2.54E-26	0.491042163	0.398	0.297	8.02E-22	pericyte	ANKRD44
PTBP2	2.88E-26	0.624321285	0.492	0.436	9.07E-22	pericyte	PTBP2
BASP11	2.95E-26	0.671878805	0.19	0.109	9.31E-22	pericyte	BASP1
STARD4-AS1	5.24E-26	0.652833209	0.147	0.077	1.65E-21	pericyte	STARD4-AS1
CRTC3	1.65E-25	0.712929501	0.359	0.279	5.19E-21	pericyte	CRTC3
CTSC	3.43E-25	0.552757211	0.271	0.178	1.08E-20	pericyte	CTSC
PARVA1	5.82E-25	0.732662851	0.415	0.344	1.83E-20	pericyte	PARVA
TMEM1081	1.02E-24	0.547461609	0.122	0.06	3.20E-20	pericyte	TMEM108
AC104827.1	1.32E-24	0.742522796	0.167	0.095	4.17E-20	pericyte	AC104827.1
PLXND1	2.98E-24	0.509923018	0.247	0.158	9.40E-20	pericyte	PLXND1
DLEU11	4.56E-24	0.779287699	0.343	0.256	1.44E-19	pericyte	DLEU1
GFPT1	1.45E-23	0.769655466	0.32	0.241	4.56E-19	pericyte	GFPT1
MYOM1	2.19E-23	0.794802808	0.202	0.127	6.92E-19	pericyte	MYOM1
PTGDR	6.45E-23	0.373294343	0.102	0.048	2.03E-18	pericyte	PTGDR
NDRG2	2.06E-22	0.482528315	0.152	0.085	6.50E-18	pericyte	NDRG2
RBMS3-AS21	6.42E-22	0.722277344	0.367	0.287	2.02E-17	pericyte	RBMS3-AS2
GNAI1	7.27E-22	0.573582845	0.314	0.226	2.29E-17	pericyte	GNAI1
MT-ND3	2.46E-21	0.377781168	0.896	0.907	7.75E-17	pericyte	MT-ND3
PTPN132	3.29E-21	0.544019967	0.467	0.386	1.04E-16	pericyte	PTPN13
ITGB1	5.38E-21	0.538212024	0.473	0.412	1.70E-16	pericyte	ITGB1
TNS1	6.48E-21	0.318074079	0.492	0.391	2.04E-16	pericyte	TNS1
CDHR3	9.84E-21	0.690067612	0.223	0.151	3.10E-16	pericyte	CDHR3
TACC11	1.02E-20	0.656375743	0.574	0.55	3.21E-16	pericyte	TACC1
PLEKHA2	1.59E-20	0.669166381	0.279	0.202	5.02E-16	pericyte	PLEKHA2
WNT5B	1.74E-20	0.452698101	0.117	0.061	5.50E-16	pericyte	WNT5B
AL109930.11	3.40E-20	0.582581256	0.397	0.314	1.07E-15	pericyte	AL109930.1
EPAS1	3.51E-20	0.470579438	0.283	0.201	1.11E-15	pericyte	EPAS1
HBB	3.89E-20	1.146963089	0.35	0.267	1.23E-15	pericyte	HBB
NRG2	5.44E-20	0.455138132	0.127	0.069	1.72E-15	pericyte	NRG2
PELI2	6.15E-20	0.583113706	0.316	0.236	1.94E-15	pericyte	PELI2
BCAR31	1.03E-19	0.689764913	0.343	0.274	3.26E-15	pericyte	BCAR3
GPI	1.90E-19	0.669110965	0.248	0.179	5.99E-15	pericyte	GPI
ARHGEF7	2.28E-19	0.633100121	0.385	0.326	7.19E-15	pericyte	ARHGEF7
SH3D191	2.57E-19	0.395883142	0.615	0.553	8.12E-15	pericyte	SH3D19
DYNC1I1	2.58E-19	0.528096276	0.154	0.091	8.15E-15	pericyte	DYNC1I1
COL15A11	6.14E-19	0.452468459	0.24	0.16	1.94E-14	pericyte	COL15A1
MAP1B1	8.96E-19	0.417118863	0.346	0.259	2.82E-14	pericyte	MAP1B
ANGPTL4	1.10E-18	0.52709278	0.254	0.18	3.48E-14	pericyte	ANGPTL4
AKT3	1.15E-18	0.389706212	0.59	0.532	3.64E-14	pericyte	AKT3
PIEZO22	2.44E-18	0.448250778	0.191	0.12	7.68E-14	pericyte	PIEZO2
WDFY2	3.05E-18	0.567385869	0.364	0.292	9.62E-14	pericyte	WDFY2
TMEM178B1	3.10E-18	0.64717677	0.101	0.053	9.77E-14	pericyte	TMEM178B
MYLK	3.35E-18	0.535020559	0.208	0.138	1.06E-13	pericyte	MYLK
ABI21	3.42E-18	0.662335503	0.35	0.283	1.08E-13	pericyte	ABI2
RBMS31	3.45E-18	0.505677967	0.538	0.487	1.09E-13	pericyte	RBMS3
GOLM1	1.40E-17	0.446604917	0.152	0.091	4.43E-13	pericyte	GOLM1
LINC01184	2.38E-17	0.694422524	0.287	0.223	7.52E-13	pericyte	LINC01184
TACR1	2.62E-17	0.59553925	0.167	0.104	8.27E-13	pericyte	TACR1
MAP3K20-AS1	3.44E-17	0.699144041	0.19	0.128	1.08E-12	pericyte	MAP3K20-AS1
ADIRF	3.55E-17	0.606068086	0.333	0.262	1.12E-12	pericyte	ADIRF
MAML31	3.87E-17	0.533536355	0.494	0.433	1.22E-12	pericyte	MAML3
CAMK2D1	4.45E-17	0.477751748	0.562	0.531	1.40E-12	pericyte	CAMK2D
DOCK6	8.11E-17	0.488426278	0.189	0.124	2.56E-12	pericyte	DOCK6
SMIM3	8.41E-17	0.502036347	0.141	0.085	2.65E-12	pericyte	SMIM3
FMNL3	9.02E-17	0.344929007	0.135	0.077	2.85E-12	pericyte	FMNL3
RFTN11	9.83E-17	0.593466469	0.398	0.339	3.10E-12	pericyte	RFTN1
ARHGEF12	1.08E-16	0.565007426	0.415	0.366	3.41E-12	pericyte	ARHGEF12
TUSC3	1.31E-16	0.421638267	0.184	0.118	4.14E-12	pericyte	TUSC3
FAT1	1.76E-16	0.622711397	0.225	0.163	5.54E-12	pericyte	FAT1
DSCAML11	2.00E-16	0.519952817	0.19	0.123	6.30E-12	pericyte	DSCAML1
PHLDB11	2.89E-16	0.519078276	0.348	0.277	9.12E-12	pericyte	PHLDB1
AC007563.21	4.51E-16	0.495838298	0.164	0.104	1.42E-11	pericyte	AC007563.2
LOXL2	8.54E-16	0.528037651	0.16	0.103	2.69E-11	pericyte	LOXL2
PRKCA	9.22E-16	0.530164906	0.306	0.236	2.91E-11	pericyte	PRKCA
ACSS3	2.07E-15	0.544295274	0.335	0.27	6.52E-11	pericyte	ACSS3
TMOD11	3.23E-15	0.517999317	0.169	0.111	1.02E-10	pericyte	TMOD1
VCL1	3.27E-15	0.592504794	0.355	0.296	1.03E-10	pericyte	VCL
DENND5A	3.48E-15	0.510987551	0.307	0.244	1.10E-10	pericyte	DENND5A
KSR1	4.10E-15	0.460932273	0.189	0.129	1.29E-10	pericyte	KSR1
HERC1	5.18E-15	0.503197776	0.512	0.49	1.63E-10	pericyte	HERC1
TTC7B	1.27E-14	0.587549218	0.27	0.212	4.00E-10	pericyte	TTC7B
SATB2	1.43E-14	0.559413498	0.111	0.065	4.50E-10	pericyte	SATB2
GNG2	1.75E-14	0.45160971	0.3	0.229	5.51E-10	pericyte	GNG2
NBEA1	1.85E-14	0.536808137	0.316	0.25	5.82E-10	pericyte	NBEA
AC008014.11	2.69E-14	0.706133422	0.291	0.232	8.48E-10	pericyte	AC008014.1
CYP4X1	3.93E-14	0.384349549	0.124	0.074	1.24E-09	pericyte	CYP4X1
KLF121	4.04E-14	0.346954078	0.329	0.254	1.27E-09	pericyte	KLF12
NOSTRIN	4.87E-14	0.25285769	0.112	0.063	1.54E-09	pericyte	NOSTRIN
ABHD2	5.58E-14	0.471492036	0.225	0.164	1.76E-09	pericyte	ABHD2
SHPRH1	5.94E-14	0.545302839	0.46	0.432	1.87E-09	pericyte	SHPRH
RSU1	9.35E-14	0.574720671	0.301	0.245	2.95E-09	pericyte	RSU1
9-Sep	1.30E-13	0.456145495	0.208	0.147	4.10E-09	pericyte	9-Sep
PRKCH	1.95E-13	0.457221066	0.331	0.264	6.14E-09	pericyte	PRKCH
AL117381.1	3.15E-13	0.442600964	0.119	0.072	9.94E-09	pericyte	AL117381.1
FTX1	3.19E-13	0.259193886	0.838	0.838	1.01E-08	pericyte	FTX
EBF31	3.25E-13	0.411750142	0.255	0.19	1.02E-08	pericyte	EBF3
JAK1	4.08E-13	0.518858817	0.433	0.398	1.29E-08	pericyte	JAK1
NREP	4.13E-13	0.434355811	0.162	0.108	1.30E-08	pericyte	NREP
PLEKHH3	4.27E-13	0.416283806	0.102	0.06	1.35E-08	pericyte	PLEKHH3
PACSIN2	4.83E-13	0.57128188	0.281	0.226	1.52E-08	pericyte	PACSIN2
PDS5B	5.76E-13	0.584972399	0.368	0.324	1.82E-08	pericyte	PDS5B
MT-CYB	7.11E-13	0.262943215	0.879	0.899	2.24E-08	pericyte	MT-CYB
TNRC6A	9.21E-13	0.428802099	0.587	0.592	2.90E-08	pericyte	TNRC6A
MX21	9.35E-13	0.352618145	0.133	0.083	2.95E-08	pericyte	MX2
ATG13	9.69E-13	0.534711945	0.173	0.122	3.05E-08	pericyte	ATG13
UGGT21	1.02E-12	0.547472954	0.438	0.408	3.20E-08	pericyte	UGGT2
FIGN1	1.69E-12	0.565035017	0.355	0.3	5.34E-08	pericyte	FIGN
EPB41L1	1.84E-12	0.418351082	0.212	0.154	5.79E-08	pericyte	EPB41L1
WDFY3	2.13E-12	0.384462546	0.516	0.492	6.73E-08	pericyte	WDFY3
RAP1GDS1	2.26E-12	0.572906887	0.306	0.254	7.13E-08	pericyte	RAP1GDS1
SMC6	2.50E-12	0.524522713	0.24	0.185	7.88E-08	pericyte	SMC6
FNDC3B	2.57E-12	0.361950821	0.677	0.683	8.12E-08	pericyte	FNDC3B
KIAA1217	2.59E-12	0.279819328	0.357	0.304	8.18E-08	pericyte	KIAA1217
AC087286.2	2.75E-12	0.569702935	0.186	0.133	8.66E-08	pericyte	AC087286.2
DGKH1	3.15E-12	0.397119779	0.304	0.24	9.93E-08	pericyte	DGKH
PALM2-AKAP2	5.99E-12	0.497930846	0.189	0.135	1.89E-07	pericyte	PALM2-AKAP2
SOX41	6.29E-12	0.449618647	0.149	0.099	1.98E-07	pericyte	SOX4
APOE	8.93E-12	0.421936974	0.219	0.164	2.81E-07	pericyte	APOE
MBD5	9.30E-12	0.42275664	0.579	0.585	2.93E-07	pericyte	MBD5
AXL1	1.02E-11	0.410470614	0.207	0.15	3.23E-07	pericyte	AXL
BCL2L1	1.16E-11	0.444644689	0.196	0.143	3.66E-07	pericyte	BCL2L1
EIF4G3	1.30E-11	0.423840223	0.532	0.525	4.11E-07	pericyte	EIF4G3
ENAH1	1.70E-11	0.510465633	0.236	0.18	5.36E-07	pericyte	ENAH
GLCCI1	1.70E-11	0.558827068	0.276	0.221	5.36E-07	pericyte	GLCCI1
OBSCN1	6.72E-11	0.301328133	0.128	0.083	2.12E-06	pericyte	OBSCN
NAV11	7.56E-11	0.449218594	0.372	0.319	2.38E-06	pericyte	NAV1
CHN1	1.51E-10	0.38352487	0.149	0.102	4.76E-06	pericyte	CHN1
NCOA1	1.81E-10	0.382754221	0.557	0.557	5.70E-06	pericyte	NCOA1
MBNL2	2.47E-10	0.454688896	0.493	0.483	7.80E-06	pericyte	MBNL2
MICU3	3.26E-10	0.515927508	0.282	0.238	1.03E-05	pericyte	MICU3
MCU	3.37E-10	0.544171942	0.296	0.252	1.06E-05	pericyte	MCU
DUBR	3.61E-10	0.355381374	0.115	0.075	1.14E-05	pericyte	DUBR
TMTC1	3.69E-10	0.302217778	0.344	0.289	1.16E-05	pericyte	TMTC1
SH3PXD2A	4.55E-10	0.407322224	0.238	0.187	1.43E-05	pericyte	SH3PXD2A
ANXA6	5.71E-10	0.426031398	0.208	0.16	1.80E-05	pericyte	ANXA6
AC007114.2	6.52E-10	0.481782307	0.104	0.067	2.06E-05	pericyte	AC007114.2
TNS21	7.23E-10	0.512411377	0.255	0.21	2.28E-05	pericyte	TNS2
NR6A1	9.71E-10	0.441689748	0.152	0.107	3.06E-05	pericyte	NR6A1
MAP2K1	1.56E-09	0.465593644	0.251	0.205	4.91E-05	pericyte	MAP2K1
DIAPH2	2.11E-09	0.424948635	0.602	0.635	6.67E-05	pericyte	DIAPH2
SLC2A131	2.22E-09	0.509121086	0.219	0.17	7.00E-05	pericyte	SLC2A13
FZD4	3.08E-09	0.548016226	0.25	0.207	9.71E-05	pericyte	FZD4
SOX13	3.35E-09	0.362248146	0.136	0.095	0.000105562	pericyte	SOX13
AAK1	3.40E-09	0.447982088	0.42	0.398	0.000107334	pericyte	AAK1
PELI1	4.46E-09	0.334455687	0.253	0.203	0.000140515	pericyte	PELI1
CCDC18-AS11	5.72E-09	0.519447473	0.392	0.371	0.000180392	pericyte	CCDC18-AS1
PHC2	6.11E-09	0.457333128	0.212	0.166	0.000192776	pericyte	PHC2
EEPD1	1.30E-08	0.340578134	0.336	0.288	0.000409647	pericyte	EEPD1
GRAMD2B1	1.50E-08	0.36633798	0.178	0.135	0.00047199	pericyte	GRAMD2B
LMO41	2.73E-08	0.499406895	0.294	0.258	0.000861918	pericyte	LMO4
KLF8	3.85E-08	0.474379765	0.156	0.118	0.001213049	pericyte	KLF8
PTMS1	4.38E-08	0.355372773	0.163	0.12	0.001380784	pericyte	PTMS
MIR181A1HG	5.95E-08	0.393982165	0.153	0.113	0.001877725	pericyte	MIR181A1HG
GABBR1	6.61E-08	0.407618847	0.169	0.129	0.002083123	pericyte	GABBR1
CADM1	8.01E-08	0.433277268	0.12	0.085	0.002527064	pericyte	CADM1
LRRC8B	9.93E-08	0.509451083	0.135	0.099	0.003129806	pericyte	LRRC8B
TRIM131	1.01E-07	0.553109582	0.285	0.253	0.003176646	pericyte	TRIM13
AC016205.11	1.97E-07	0.64300346	0.152	0.116	0.006206425	pericyte	AC016205.1
LINC005131	2.25E-07	0.628242118	0.395	0.382	0.007093749	pericyte	LINC00513
AKAP1	2.36E-07	0.423466617	0.134	0.1	0.007434464	pericyte	AKAP1
PREX2	3.93E-07	0.262538408	0.278	0.231	0.012391108	pericyte	PREX2
C9orf31	4.65E-07	0.373787711	0.461	0.446	0.014660159	pericyte	C9orf3
RTN1	4.84E-07	0.42390448	0.217	0.178	0.015252904	pericyte	RTN1
PKIG	5.15E-07	0.404858938	0.193	0.155	0.016230768	pericyte	PKIG
TANC11	5.36E-07	0.393486066	0.29	0.255	0.016892354	pericyte	TANC1
11-Sep	5.58E-07	0.440128431	0.367	0.345	0.017580807	pericyte	11-Sep
ATXN11	5.94E-07	0.410707058	0.532	0.543	0.018721343	pericyte	ATXN1
TAGLN1	6.64E-07	0.364007399	0.125	0.091	0.020945968	pericyte	TAGLN
ITGB51	9.39E-07	0.447380011	0.299	0.271	0.029612643	pericyte	ITGB5
KITLG2	9.99E-07	0.360942884	0.15	0.113	0.031506386	pericyte	KITLG
GLIS31	1.02E-06	0.339149621	0.32	0.278	0.032290507	pericyte	GLIS3
IPO9-AS11	1.28E-06	0.407998323	0.277	0.241	0.040234316	pericyte	IPO9-AS1
PTPRG-AS1	1.31E-06	0.397276508	0.105	0.076	0.041386079	pericyte	PTPRG-AS1
FAR2	1.90E-06	0.483905116	0.204	0.167	0.059789804	pericyte	FAR2
SH2B3	2.22E-06	0.270448663	0.171	0.133	0.069973004	pericyte	SH2B3
MGST3	2.67E-06	0.467917931	0.303	0.279	0.084315983	pericyte	MGST3
DENND2A1	3.13E-06	0.357263709	0.219	0.178	0.098695107	pericyte	DENND2A
CYP7B11	3.40E-06	0.337038254	0.193	0.153	0.107172718	pericyte	CYP7B1
FILIP1L	3.67E-06	0.456472152	0.407	0.393	0.115872046	pericyte	FILIP1L
DOCK1	3.83E-06	0.333821936	0.452	0.45	0.12079744	pericyte	DOCK1
AL133346.1	3.98E-06	0.376652395	0.13	0.098	0.125559231	pericyte	AL133346.1
TMEM135	4.00E-06	0.386013044	0.445	0.433	0.12613195	pericyte	TMEM135
HIVEP2	4.30E-06	0.450717399	0.303	0.274	0.135546109	pericyte	HIVEP2
MLLT3	4.47E-06	0.381613053	0.262	0.227	0.141095655	pericyte	MLLT3
TRERF11	4.74E-06	0.294026941	0.255	0.215	0.149543704	pericyte	TRERF1
MYO1C	5.10E-06	0.426060725	0.245	0.215	0.16073139	pericyte	MYO1C
MAP4K4	5.91E-06	0.370553047	0.4	0.394	0.18636594	pericyte	MAP4K4
CUL1	6.54E-06	0.499897548	0.303	0.283	0.206308887	pericyte	CUL1
GTDC1	6.83E-06	0.541941969	0.326	0.309	0.215265158	pericyte	GTDC1
PLD1	9.17E-06	0.432389972	0.344	0.327	0.289129992	pericyte	PLD1
STOM	9.50E-06	0.341513825	0.25	0.216	0.299696867	pericyte	STOM
JAG1	1.16E-05	0.309131227	0.184	0.15	0.365634971	pericyte	JAG1
LINC-PINT	1.25E-05	0.286899513	0.598	0.625	0.395450403	pericyte	LINC-PINT
AC073167.1	1.51E-05	0.550947477	0.148	0.12	0.475122011	pericyte	AC073167.1
KIFC31	1.83E-05	0.336516419	0.136	0.106	0.577907521	pericyte	KIFC3
AL445472.1	2.21E-05	0.42283438	0.148	0.118	0.695969886	pericyte	AL445472.1
LBR	2.63E-05	0.298640061	0.126	0.098	0.830448945	pericyte	LBR
MAT2A	2.83E-05	0.394459524	0.146	0.117	0.892385059	pericyte	MAT2A
AL024474.21	3.12E-05	0.506908796	0.183	0.156	0.98409164	pericyte	AL024474.2
SUPT3H	3.68E-05	0.499237866	0.278	0.255	1	pericyte	SUPT3H
RBMS1	4.21E-05	0.281887151	0.567	0.603	1	pericyte	RBMS1
GALNT171	4.25E-05	0.332503042	0.119	0.09	1	pericyte	GALNT17
OSBPL5	4.36E-05	0.300146572	0.146	0.117	1	pericyte	OSBPL5
ROCK1	5.35E-05	0.347076702	0.482	0.506	1	pericyte	ROCK1
OTUD7A	7.17E-05	0.355922987	0.12	0.093	1	pericyte	OTUD7A
FAM212B	7.91E-05	0.36472268	0.161	0.132	1	pericyte	FAM212B
CSNK1E	8.37E-05	0.324538723	0.121	0.095	1	pericyte	CSNK1E
IGF2R	8.76E-05	0.401156995	0.288	0.271	1	pericyte	IGF2R
C14orf166	0.000111543	0.308254717	0.117	0.091	1	pericyte	C14orf166
ARHGAP1	0.000122636	0.351467475	0.137	0.111	1	pericyte	ARHGAP1
CNN31	0.000146384	0.44142869	0.177	0.152	1	pericyte	CNN3
TLE41	0.000149352	0.311450237	0.262	0.232	1	pericyte	TLE4
HIPK2	0.000184486	0.441010773	0.276	0.259	1	pericyte	HIPK2
DDAH11	0.000210905	0.293961373	0.112	0.087	1	pericyte	DDAH1
FOXN2	0.000244611	0.443745496	0.24	0.219	1	pericyte	FOXN2
LINC010911	0.000244891	0.305696376	0.104	0.08	1	pericyte	LINC01091
LCLAT1	0.000256797	0.314251958	0.145	0.12	1	pericyte	LCLAT1
ALOX12-AS1	0.000260352	0.277854914	0.142	0.116	1	pericyte	ALOX12-AS1
AEBP2	0.000399173	0.455368084	0.319	0.312	1	pericyte	AEBP2
INPP5A	0.000421391	0.315684722	0.13	0.107	1	pericyte	INPP5A
ZNF6081	0.000460062	0.396675573	0.176	0.152	1	pericyte	ZNF608
TPM21	0.000463169	0.25499305	0.157	0.131	1	pericyte	TPM2
ZNF618	0.000470558	0.404282538	0.194	0.173	1	pericyte	ZNF618
STX12	0.000508031	0.426382743	0.299	0.288	1	pericyte	STX12
UBR1	0.000574568	0.380299853	0.37	0.373	1	pericyte	UBR1
RBFOX22	0.000678393	0.363660586	0.439	0.449	1	pericyte	RBFOX2
OAZ2	0.000756638	0.298991473	0.11	0.089	1	pericyte	OAZ2
PRSS23	0.000788434	0.374615463	0.467	0.466	1	pericyte	PRSS23
DOK61	0.000889169	0.321395209	0.123	0.099	1	pericyte	DOK6
GOPC	0.00088925	0.55298932	0.222	0.21	1	pericyte	GOPC
EVL	0.00090076	0.313488282	0.24	0.219	1	pericyte	EVL
DPYD-AS11	0.000908043	0.456562571	0.245	0.225	1	pericyte	DPYD-AS1
DIAPH2-AS11	0.001280304	0.616410869	0.242	0.227	1	pericyte	DIAPH2-AS1
SELENBP11	0.00135974	0.339083128	0.165	0.144	1	pericyte	SELENBP1
MOB3B	0.001372065	0.384024217	0.251	0.234	1	pericyte	MOB3B
RB1	0.001601583	0.349744593	0.398	0.41	1	pericyte	RB1
NCOA2	0.001663726	0.30996427	0.464	0.494	1	pericyte	NCOA2
SON1	0.001684277	0.259859829	0.576	0.625	1	pericyte	SON
NLGN11	0.00186764	0.550091644	0.325	0.318	1	pericyte	NLGN1
GAB11	0.002178168	0.388061934	0.36	0.364	1	pericyte	GAB1
SSBP21	0.002211851	0.250003798	0.545	0.571	1	pericyte	SSBP2
CDS2	0.002716747	0.357520461	0.153	0.135	1	pericyte	CDS2
LONRF11	0.002735307	0.57337906	0.184	0.167	1	pericyte	LONRF1
AL445426.11	0.00291434	0.323395684	0.207	0.188	1	pericyte	AL445426.1
SNTB1	0.003001836	0.401422748	0.15	0.131	1	pericyte	SNTB1
LAMA31	0.003259517	0.303799915	0.145	0.124	1	pericyte	LAMA3
GATAD2A	0.003506449	0.346817044	0.21	0.192	1	pericyte	GATAD2A
SOGA1	0.003776864	0.275387428	0.154	0.135	1	pericyte	SOGA1
TNFRSF21	0.004450951	0.347874866	0.163	0.145	1	pericyte	TNFRSF21
AC058791.1	0.004485958	0.35808987	0.12	0.103	1	pericyte	AC058791.1
SLC4A41	0.004693903	0.293311429	0.242	0.224	1	pericyte	SLC4A4
CTBP2	0.00499461	0.36950757	0.313	0.306	1	pericyte	CTBP2
FNIP2	0.005556356	0.426733801	0.267	0.259	1	pericyte	FNIP2
ADGRA21	0.005856941	0.278540571	0.106	0.089	1	pericyte	ADGRA2
SYPL1	0.00593954	0.292908152	0.147	0.128	1	pericyte	SYPL1
SLC38A21	0.006453566	0.430050115	0.326	0.33	1	pericyte	SLC38A2
EHD2	0.006954746	0.254953665	0.115	0.098	1	pericyte	EHD2
CBL	0.007270721	0.347906833	0.217	0.204	1	pericyte	CBL
POLR2B	0.007365964	0.457861938	0.22	0.213	1	pericyte	POLR2B
AL513327.1	0.007758369	0.273178463	0.113	0.096	1	pericyte	AL513327.1
