	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ARRB1	0.007954058	0.338710659	0.242	0.23	1	pericyte	ARRB1
ESR2	0.00844907	0.314168474	0.171	0.154	1	pericyte	ESR2
PTPN12	0.008543147	0.356714029	0.369	0.382	1	pericyte	PTPN12
IFT140	0.009369762	0.300583986	0.119	0.103	1	pericyte	IFT140
USP131	0.009878092	0.315749462	0.163	0.147	1	pericyte	USP13
GPAM	0	3.616849872	0.942	0.141	0	adipocyte	GPAM
PDE3B	0	3.599565844	0.974	0.218	0	adipocyte	PDE3B
ACACB	0	3.355970682	0.978	0.353	0	adipocyte	ACACB
SORBS1	0	3.347644994	0.967	0.17	0	adipocyte	SORBS1
PLIN1	0	3.098064064	0.957	0.093	0	adipocyte	PLIN1
TRHDE-AS1	0	3.006006234	0.904	0.077	0	adipocyte	TRHDE-AS1
TRHDE	0	2.886099062	0.914	0.099	0	adipocyte	TRHDE
KCNIP2-AS1	0	2.844459327	0.791	0.023	0	adipocyte	KCNIP2-AS1
DIRC3	0	2.836431754	0.897	0.149	0	adipocyte	DIRC3
PCDH9	0	2.834473851	0.88	0.225	0	adipocyte	PCDH9
LRP1B	0	2.834015595	0.652	0.144	0	adipocyte	LRP1B
SLC19A3	0	2.81368001	0.875	0.071	0	adipocyte	SLC19A3
GYG2	0	2.703919072	0.83	0.041	0	adipocyte	GYG2
GHR	0	2.70177921	0.977	0.417	0	adipocyte	GHR
AQP7	0	2.614470955	0.894	0.05	0	adipocyte	AQP7
WDPCP	0	2.612398199	0.931	0.534	0	adipocyte	WDPCP
LIPE-AS1	0	2.578475492	0.897	0.146	0	adipocyte	LIPE-AS1
AL356479.1	0	2.565835107	0.787	0.03	0	adipocyte	AL356479.1
ADIPOQ	0	2.537936155	0.872	0.105	0	adipocyte	ADIPOQ
SIK2	0	2.506254883	0.942	0.37	0	adipocyte	SIK2
TENM3	0	2.502127174	0.864	0.126	0	adipocyte	TENM3
DMD1	0	2.453186891	0.953	0.399	0	adipocyte	DMD
ACVR1C	0	2.435175093	0.754	0.031	0	adipocyte	ACVR1C
LPL	0	2.397476169	0.826	0.14	0	adipocyte	LPL
RDH5	0	2.393135476	0.756	0.033	0	adipocyte	RDH5
CLSTN2	0	2.376985436	0.576	0.072	0	adipocyte	CLSTN2
PPP2R1B	0	2.372657389	0.797	0.133	0	adipocyte	PPP2R1B
PRKAR2B	0	2.366260858	0.813	0.095	0	adipocyte	PRKAR2B
AC018616.11	0	2.352005514	0.738	0.052	0	adipocyte	AC018616.1
ITGA71	0	2.342892729	0.848	0.048	0	adipocyte	ITGA7
PLIN4	0	2.340832829	0.802	0.07	0	adipocyte	PLIN4
AC006387.1	0	2.297482898	0.644	0.024	0	adipocyte	AC006387.1
HOOK2	0	2.285227569	0.869	0.121	0	adipocyte	HOOK2
1-Mar	0	2.274374647	0.775	0.039	0	adipocyte	1-Mar
PTGER31	0	2.270408535	0.872	0.175	0	adipocyte	PTGER3
GPC6	0	2.270250484	0.836	0.159	0	adipocyte	GPC6
LINC00598	0	2.262821266	0.709	0.077	0	adipocyte	LINC00598
AC069208.11	0	2.222066967	0.953	0.28	0	adipocyte	AC069208.1
PPARG1	0	2.211366725	0.957	0.293	0	adipocyte	PPARG
ACSL1	0	2.199709879	0.815	0.152	0	adipocyte	ACSL1
TMEM132C	0	2.197981683	0.883	0.184	0	adipocyte	TMEM132C
TNS11	0	2.154896634	0.928	0.293	0	adipocyte	TNS1
G0S2	0	2.128779106	0.774	0.188	0	adipocyte	G0S2
MGST1	0	2.115590353	0.97	0.402	0	adipocyte	MGST1
PNPLA2	0	2.109580452	0.84	0.085	0	adipocyte	PNPLA2
AC004160.11	0	2.098862481	0.889	0.255	0	adipocyte	AC004160.1
EBF12	0	2.098167997	0.991	0.557	0	adipocyte	EBF1
AC002066.1	0	2.087914075	0.749	0.121	0	adipocyte	AC002066.1
AC007529.2	0	2.048752228	0.652	0.053	0	adipocyte	AC007529.2
ASPH	0	2.023392397	0.957	0.468	0	adipocyte	ASPH
MLXIPL	0	2.017288006	0.797	0.053	0	adipocyte	MLXIPL
PDZRN3	0	2.013173434	0.902	0.262	0	adipocyte	PDZRN3
LIMCH1	0	2.009526058	0.899	0.273	0	adipocyte	LIMCH1
LIPE	0	1.979472092	0.768	0.066	0	adipocyte	LIPE
GRK3	0	1.974763685	0.836	0.289	0	adipocyte	GRK3
CAV2	0	1.96499384	0.767	0.157	0	adipocyte	CAV2
BCL2	0	1.964577064	0.898	0.255	0	adipocyte	BCL2
COL4A21	0	1.957984258	0.93	0.268	0	adipocyte	COL4A2
PFKFB1	0	1.92465363	0.691	0.015	0	adipocyte	PFKFB1
CARMN1	0	1.913676955	0.77	0.052	0	adipocyte	CARMN
GPD1	0	1.90419147	0.701	0.024	0	adipocyte	GPD1
DAPK2	0	1.890417947	0.727	0.068	0	adipocyte	DAPK2
SOX51	0	1.887693899	0.882	0.228	0	adipocyte	SOX5
LVRN	0	1.870389752	0.706	0.067	0	adipocyte	LVRN
LINC00968	0	1.852468959	0.407	0.038	0	adipocyte	LINC00968
LINC022371	0	1.851139115	0.637	0.034	0	adipocyte	LINC02237
TLN2	0	1.839377306	0.899	0.36	0	adipocyte	TLN2
PLA2G16	0	1.83533134	0.799	0.118	0	adipocyte	PLA2G16
PECR	0	1.834008942	0.729	0.058	0	adipocyte	PECR
COL4A11	0	1.816383573	0.906	0.263	0	adipocyte	COL4A1
PALM2-AKAP21	0	1.81097064	0.679	0.035	0	adipocyte	PALM2-AKAP2
AP000311.1	0	1.800785193	0.875	0.351	0	adipocyte	AP000311.1
ACSS2	0	1.793502379	0.787	0.131	0	adipocyte	ACSS2
ELMOD3	0	1.776976431	0.771	0.14	0	adipocyte	ELMOD3
DGKI	0	1.776297143	0.528	0.039	0	adipocyte	DGKI
CD361	0	1.757111665	0.982	0.426	0	adipocyte	CD36
MIR193BHG	0	1.750230267	0.715	0.043	0	adipocyte	MIR193BHG
RHOBTB31	0	1.738709257	0.907	0.319	0	adipocyte	RHOBTB3
COBLL11	0	1.734087757	0.927	0.44	0	adipocyte	COBLL1
PALMD	0	1.733298728	0.867	0.183	0	adipocyte	PALMD
PHLDB21	0	1.730768461	0.851	0.238	0	adipocyte	PHLDB2
MAOA	0	1.728230313	0.644	0.068	0	adipocyte	MAOA
PFKFB3	0	1.719197236	0.818	0.204	0	adipocyte	PFKFB3
CIDEA	0	1.712026347	0.626	0.029	0	adipocyte	CIDEA
H2AFY2	0	1.711280554	0.577	0.057	0	adipocyte	H2AFY2
ADAMTS121	0	1.698494654	0.787	0.169	0	adipocyte	ADAMTS12
CIDEC	0	1.697793628	0.593	0.02	0	adipocyte	CIDEC
EEPD11	0	1.684741435	0.777	0.199	0	adipocyte	EEPD1
GABRE	0	1.667848133	0.772	0.119	0	adipocyte	GABRE
PCDH9-AS2	0	1.662197948	0.489	0.023	0	adipocyte	PCDH9-AS2
ITIH52	0	1.658264009	0.783	0.226	0	adipocyte	ITIH5
KLB	0	1.656281929	0.619	0.026	0	adipocyte	KLB
CDH20	0	1.654743769	0.467	0.024	0	adipocyte	CDH20
ADIPOQ-AS1	0	1.641867961	0.586	0.034	0	adipocyte	ADIPOQ-AS1
TENM4	0	1.641590203	0.539	0.082	0	adipocyte	TENM4
PLIN5	0	1.640920507	0.569	0.016	0	adipocyte	PLIN5
GNAI11	0	1.635947525	0.74	0.133	0	adipocyte	GNAI1
AL139383.1	0	1.633339143	0.697	0.111	0	adipocyte	AL139383.1
CTIF	0	1.628958081	0.8	0.223	0	adipocyte	CTIF
GBE1	0	1.627894179	0.866	0.334	0	adipocyte	GBE1
UPP2	0	1.625479215	0.458	0.047	0	adipocyte	UPP2
CCDC3	0	1.625230897	0.481	0.086	0	adipocyte	CCDC3
LIMA1	0	1.6147317	0.971	0.516	0	adipocyte	LIMA1
ANO6	0	1.610733777	0.907	0.397	0	adipocyte	ANO6
MAPK102	0	1.599681388	0.861	0.301	0	adipocyte	MAPK10
VKORC1L1	0	1.592945036	0.743	0.155	0	adipocyte	VKORC1L1
LINC012391	0	1.591169143	0.528	0.125	0	adipocyte	LINC01239
SLC7A6	0	1.579016844	0.739	0.135	0	adipocyte	SLC7A6
NEAT1	0	1.573038575	0.997	0.864	0	adipocyte	NEAT1
SLC16A7	0	1.570620461	0.799	0.212	0	adipocyte	SLC16A7
GLCCI11	0	1.560047572	0.671	0.138	0	adipocyte	GLCCI1
CPM1	0	1.552082952	0.751	0.184	0	adipocyte	CPM
GLYAT	0	1.538034564	0.563	0.013	0	adipocyte	GLYAT
ACSS31	0	1.53624273	0.755	0.181	0	adipocyte	ACSS3
ATP1A2	0	1.533819726	0.478	0.019	0	adipocyte	ATP1A2
ADH1B	0	1.528016358	0.844	0.339	0	adipocyte	ADH1B
TMEM164	0	1.525595521	0.617	0.133	0	adipocyte	TMEM164
SLC7A6OS	0	1.522105703	0.704	0.119	0	adipocyte	SLC7A6OS
ANKRD30A	0	1.521737626	0.454	0.018	0	adipocyte	ANKRD30A
PRICKLE2	0	1.518563136	0.828	0.274	0	adipocyte	PRICKLE2
C2CD2	0	1.517748802	0.742	0.151	0	adipocyte	C2CD2
ZNF117	0	1.514384125	0.691	0.109	0	adipocyte	ZNF117
SLC1A3	0	1.498709992	0.631	0.094	0	adipocyte	SLC1A3
PRSS231	0	1.497093126	0.884	0.389	0	adipocyte	PRSS23
MMD	0	1.491551007	0.616	0.06	0	adipocyte	MMD
KCNIP2	0	1.488370408	0.591	0.02	0	adipocyte	KCNIP2
PPP1R12B	0	1.477317505	0.903	0.379	0	adipocyte	PPP1R12B
ANGPT11	0	1.473466666	0.634	0.116	0	adipocyte	ANGPT1
UGP2	0	1.471571448	0.791	0.309	0	adipocyte	UGP2
C8orf34	0	1.471518723	0.467	0.043	0	adipocyte	C8orf34
GLRX	0	1.464015209	0.685	0.144	0	adipocyte	GLRX
GSE1	0	1.458371246	0.845	0.269	0	adipocyte	GSE1
AC108062.1	0	1.455576971	0.649	0.097	0	adipocyte	AC108062.1
CAT	0	1.450039319	0.811	0.206	0	adipocyte	CAT
ABCD2	0	1.441943921	0.561	0.047	0	adipocyte	ABCD2
DGAT2	0	1.438872118	0.478	0.04	0	adipocyte	DGAT2
AC019197.1	0	1.423012359	0.487	0.036	0	adipocyte	AC019197.1
AC012349.1	0	1.418967506	0.287	0.013	0	adipocyte	AC012349.1
AC025470.2	0	1.404076835	0.469	0.013	0	adipocyte	AC025470.2
SPATA9	0	1.401792689	0.445	0.028	0	adipocyte	SPATA9
ERV3-1	0	1.396824662	0.65	0.07	0	adipocyte	ERV3-1
MAST41	0	1.391281573	0.927	0.42	0	adipocyte	MAST4
TWIST21	0	1.38557014	0.707	0.167	0	adipocyte	TWIST2
ITSN1	0	1.378777026	0.925	0.453	0	adipocyte	ITSN1
MEST	0	1.377383492	0.601	0.102	0	adipocyte	MEST
NPY1R	0	1.375522556	0.614	0.074	0	adipocyte	NPY1R
PXDN	0	1.374281799	0.744	0.161	0	adipocyte	PXDN
AP001528.2	0	1.366042943	0.803	0.217	0	adipocyte	AP001528.2
AC093110.1	0	1.366018124	0.705	0.163	0	adipocyte	AC093110.1
PC	0	1.364803462	0.565	0.03	0	adipocyte	PC
TEAD11	0	1.363296239	0.887	0.373	0	adipocyte	TEAD1
FRMD4A	0	1.355858853	0.939	0.452	0	adipocyte	FRMD4A
PTPRF1	0	1.355767637	0.729	0.14	0	adipocyte	PTPRF
AC098829.1	0	1.355118797	0.64	0.161	0	adipocyte	AC098829.1
RNF150	0	1.353298243	0.727	0.207	0	adipocyte	RNF150
RETSAT	0	1.345198384	0.647	0.067	0	adipocyte	RETSAT
HK2	0	1.342827756	0.519	0.023	0	adipocyte	HK2
MALAT1	0	1.33776026	1	1	0	adipocyte	MALAT1
FERMT2	0	1.332016832	0.824	0.272	0	adipocyte	FERMT2
SORT1	0	1.331446005	0.652	0.075	0	adipocyte	SORT1
MDFIC	0	1.32438358	0.832	0.324	0	adipocyte	MDFIC
PYGL	0	1.321310226	0.665	0.151	0	adipocyte	PYGL
FAM13A	0	1.315497977	0.903	0.456	0	adipocyte	FAM13A
MGEA5	0	1.314796442	0.874	0.426	0	adipocyte	MGEA5
AL391117.1	0	1.310326518	0.411	0.054	0	adipocyte	AL391117.1
AP002518.2	0	1.309996093	0.674	0.243	0	adipocyte	AP002518.2
CLMP1	0	1.309555762	0.753	0.234	0	adipocyte	CLMP
ANO31	0	1.303971798	0.424	0.025	0	adipocyte	ANO3
SLC25A16	0	1.29398347	0.674	0.133	0	adipocyte	SLC25A16
ADCY5	0	1.291051209	0.509	0.02	0	adipocyte	ADCY5
CALCRL	0	1.286168105	0.597	0.135	0	adipocyte	CALCRL
EPB41L4B	0	1.280842963	0.505	0.033	0	adipocyte	EPB41L4B
HACD2	0	1.274178393	0.589	0.11	0	adipocyte	HACD2
AIFM2	0	1.272658147	0.592	0.048	0	adipocyte	AIFM2
PLXNA4	0	1.272341115	0.613	0.156	0	adipocyte	PLXNA4
LINC01301	0	1.265687904	0.524	0.039	0	adipocyte	LINC01301
AC087482.1	0	1.264423012	0.512	0.02	0	adipocyte	AC087482.1
GPT2	0	1.262087307	0.484	0.016	0	adipocyte	GPT2
AGPAT2	0	1.260991009	0.607	0.059	0	adipocyte	AGPAT2
YAP11	0	1.252563081	0.792	0.297	0	adipocyte	YAP1
SEMA3A	0	1.250324433	0.679	0.223	0	adipocyte	SEMA3A
PCLO1	0	1.249655623	0.397	0.115	0	adipocyte	PCLO
PHLDB12	0	1.245394741	0.738	0.192	0	adipocyte	PHLDB1
LAMA41	0	1.245345131	0.962	0.587	0	adipocyte	LAMA4
FIGN2	0	1.235310051	0.764	0.215	0	adipocyte	FIGN
IRS2	0	1.234370383	0.6	0.093	0	adipocyte	IRS2
TMEM1351	0	1.234130184	0.85	0.357	0	adipocyte	TMEM135
TPRG1	0	1.233248793	0.692	0.175	0	adipocyte	TPRG1
HSDL2	0	1.232555538	0.745	0.188	0	adipocyte	HSDL2
Z99289.11	0	1.228458864	0.601	0.129	0	adipocyte	Z99289.1
EYS	0	1.228229737	0.681	0.149	0	adipocyte	EYS
ACO1	0	1.224287761	0.694	0.143	0	adipocyte	ACO1
NRIP1	0	1.221118551	0.72	0.225	0	adipocyte	NRIP1
ARHGEF6	0	1.212607923	0.654	0.148	0	adipocyte	ARHGEF6
LRIG1	0	1.204215831	0.575	0.092	0	adipocyte	LRIG1
PDZD22	0	1.191380963	0.832	0.329	0	adipocyte	PDZD2
AC138123.2	0	1.189130212	0.472	0.066	0	adipocyte	AC138123.2
ADCY61	0	1.184631349	0.587	0.073	0	adipocyte	ADCY6
FOXO1	0	1.176793523	0.86	0.444	0	adipocyte	FOXO1
IRS1	0	1.175357668	0.474	0.063	0	adipocyte	IRS1
PLOD21	0	1.17510947	0.653	0.181	0	adipocyte	PLOD2
ANGPTL41	0	1.174515763	0.571	0.109	0	adipocyte	ANGPTL4
AL365295.1	0	1.174352083	0.618	0.121	0	adipocyte	AL365295.1
PSMA1	0	1.170948668	0.625	0.113	0	adipocyte	PSMA1
AC084871.1	0	1.16936066	0.353	0.018	0	adipocyte	AC084871.1
LGR4	0	1.168754973	0.623	0.135	0	adipocyte	LGR4
CACNA2D11	0	1.165187432	0.809	0.382	0	adipocyte	CACNA2D1
AFF3	0	1.163013091	0.592	0.197	0	adipocyte	AFF3
AC104574.2	0	1.162178229	0.228	0.018	0	adipocyte	AC104574.2
BCL6	0	1.160090875	0.719	0.168	0	adipocyte	BCL6
ADRA1A	0	1.159019301	0.405	0.043	0	adipocyte	ADRA1A
FZD41	0	1.158531838	0.65	0.125	0	adipocyte	FZD4
NTM1	0	1.157088639	0.766	0.265	0	adipocyte	NTM
TCF7L2	0	1.155287999	0.903	0.469	0	adipocyte	TCF7L2
MRAS	0	1.151532816	0.548	0.061	0	adipocyte	MRAS
ABCA5	0	1.149081599	0.761	0.213	0	adipocyte	ABCA5
THSD7A	0	1.14846623	0.731	0.211	0	adipocyte	THSD7A
AC011247.1	0	1.146860509	0.438	0.025	0	adipocyte	AC011247.1
APCDD1	0	1.142700049	0.491	0.06	0	adipocyte	APCDD1
ADIPOR2	0	1.136534129	0.709	0.205	0	adipocyte	ADIPOR2
VLDLR-AS11	0	1.132841186	0.603	0.172	0	adipocyte	VLDLR-AS1
CSAD	0	1.125164122	0.716	0.18	0	adipocyte	CSAD
PDXK	0	1.118499187	0.615	0.129	0	adipocyte	PDXK
PPP2R5A	0	1.112999379	0.689	0.198	0	adipocyte	PPP2R5A
PTPRS1	0	1.105631562	0.773	0.237	0	adipocyte	PTPRS
ADAM12	0	1.10553776	0.488	0.055	0	adipocyte	ADAM12
RTN3	0	1.10550977	0.776	0.271	0	adipocyte	RTN3
LRRIQ3	0	1.103967449	0.435	0.013	0	adipocyte	LRRIQ3
EHBP11	0	1.098887041	0.919	0.572	0	adipocyte	EHBP1
ATP9A	0	1.097298288	0.644	0.132	0	adipocyte	ATP9A
TMEM131L	0	1.094643895	0.735	0.255	0	adipocyte	TMEM131L
AL157392.2	0	1.093006854	0.48	0.041	0	adipocyte	AL157392.2
AC107021.11	0	1.090495952	0.441	0.079	0	adipocyte	AC107021.1
THRB	0	1.089624512	0.85	0.368	0	adipocyte	THRB
FAM213A1	0	1.086371579	0.607	0.084	0	adipocyte	FAM213A
TUSC5	0	1.085654711	0.453	0.013	0	adipocyte	TUSC5
TSGA10	0	1.079487718	0.546	0.099	0	adipocyte	TSGA10
GRIA4	0	1.079174164	0.222	0.017	0	adipocyte	GRIA4
SLC14A2	0	1.07897167	0.322	0.036	0	adipocyte	SLC14A2
FOXP21	0	1.074052556	0.74	0.19	0	adipocyte	FOXP2
MREG	0	1.072610534	0.484	0.034	0	adipocyte	MREG
ALDH2	0	1.071415595	0.636	0.146	0	adipocyte	ALDH2
HIVEP31	0	1.062592634	0.763	0.266	0	adipocyte	HIVEP3
C61	0	1.058243377	0.318	0.049	0	adipocyte	C6
GCLC	0	1.058180724	0.524	0.093	0	adipocyte	GCLC
AL360091.3	0	1.053741458	0.512	0.092	0	adipocyte	AL360091.3
SPTBN1	0	1.051704744	0.952	0.604	0	adipocyte	SPTBN1
LDLRAD31	0	1.046775926	0.6	0.117	0	adipocyte	LDLRAD3
AC131025.21	0	1.046398062	0.464	0.024	0	adipocyte	AC131025.2
C19orf12	0	1.044558877	0.557	0.085	0	adipocyte	C19orf12
AC008840.1	0	1.042331577	0.346	0.015	0	adipocyte	AC008840.1
MARK11	0	1.040217482	0.575	0.102	0	adipocyte	MARK1
C14orf180	0	1.039402779	0.394	0.007	0	adipocyte	C14orf180
FABP41	0	1.038152177	0.927	0.396	0	adipocyte	FABP4
ALDH1L1	0	1.036791876	0.428	0.02	0	adipocyte	ALDH1L1
APOL6	0	1.036742921	0.595	0.105	0	adipocyte	APOL6
ADHFE1	0	1.035494619	0.56	0.077	0	adipocyte	ADHFE1
USP33	0	1.029943214	0.832	0.379	0	adipocyte	USP33
HILPDA	0	1.029338186	0.421	0.026	0	adipocyte	HILPDA
IDH1	0	1.025367135	0.51	0.089	0	adipocyte	IDH1
GREB1L1	0	1.022875355	0.614	0.138	0	adipocyte	GREB1L
TLE1	0	1.022583059	0.614	0.14	0	adipocyte	TLE1
HADH	0	1.020871841	0.555	0.076	0	adipocyte	HADH
ABHD5	0	1.015641111	0.538	0.103	0	adipocyte	ABHD5
PDE8B1	0	1.007662405	0.494	0.136	0	adipocyte	PDE8B
PEX11A	0	1.004719194	0.485	0.04	0	adipocyte	PEX11A
CLMAT3	0	1.003759229	0.468	0.05	0	adipocyte	CLMAT3
KLHL31	0	0.998072182	0.395	0.021	0	adipocyte	KLHL31
NEDD4L1	0	0.989853081	0.583	0.152	0	adipocyte	NEDD4L
HOXB-AS1	0	0.98329701	0.514	0.06	0	adipocyte	HOXB-AS1
FADS3	0	0.976909025	0.504	0.066	0	adipocyte	FADS3
RNF111	0	0.972937047	0.855	0.405	0	adipocyte	RNF111
UVRAG1	0	0.971720849	0.864	0.454	0	adipocyte	UVRAG
SHISA61	0	0.96742888	0.356	0.079	0	adipocyte	SHISA6
DHDDS	0	0.967165381	0.546	0.107	0	adipocyte	DHDDS
LINC01481	0	0.96496436	0.543	0.15	0	adipocyte	LINC01481
AC092839.1	0	0.961141832	0.569	0.128	0	adipocyte	AC092839.1
APBB1IP	0	0.960442762	0.72	0.24	0	adipocyte	APBB1IP
ECHDC21	0	0.95868508	0.857	0.34	0	adipocyte	ECHDC2
LINC02456	0	0.956582227	0.354	0.08	0	adipocyte	LINC02456
ARHGAP24	0	0.956292923	0.875	0.423	0	adipocyte	ARHGAP24
SESTD11	0	0.953858155	0.768	0.309	0	adipocyte	SESTD1
TNFAIP8	0	0.951872403	0.622	0.208	0	adipocyte	TNFAIP8
ELOVL5	0	0.945773677	0.591	0.153	0	adipocyte	ELOVL5
ACADL	0	0.940249973	0.496	0.063	0	adipocyte	ACADL
TGFBR31	0	0.939850851	0.831	0.361	0	adipocyte	TGFBR3
LGALS12	0	0.93922312	0.361	0.008	0	adipocyte	LGALS12
FREM11	0	0.939073178	0.573	0.118	0	adipocyte	FREM1
GSDMB	0	0.938826695	0.445	0.044	0	adipocyte	GSDMB
PCK1	0	0.938272352	0.207	0.009	0	adipocyte	PCK1
AC104827.11	0	0.937231251	0.384	0.042	0	adipocyte	AC104827.1
AIG1	0	0.9284204	0.584	0.16	0	adipocyte	AIG1
THSD7B1	0	0.927863501	0.394	0.042	0	adipocyte	THSD7B
PPP1R9A1	0	0.92686513	0.594	0.175	0	adipocyte	PPP1R9A
SGCG	0	0.925993198	0.433	0.045	0	adipocyte	SGCG
SOS1	0	0.915140955	0.801	0.462	0	adipocyte	SOS1
NWD2	0	0.914636547	0.229	0.009	0	adipocyte	NWD2
STARD13-AS	0	0.908384691	0.557	0.115	0	adipocyte	STARD13-AS
TSPAN151	0	0.907233207	0.467	0.054	0	adipocyte	TSPAN15
ELL2	0	0.907171352	0.622	0.18	0	adipocyte	ELL2
SPAG16	0	0.905678827	0.56	0.157	0	adipocyte	SPAG16
RNPC3	0	0.902836785	0.781	0.313	0	adipocyte	RNPC3
CRLS11	0	0.901293706	0.632	0.198	0	adipocyte	CRLS1
FAM214A	0	0.89517005	0.771	0.339	0	adipocyte	FAM214A
ITGA12	0	0.89435466	0.58	0.136	0	adipocyte	ITGA1
EPB41	0	0.892101492	0.679	0.209	0	adipocyte	EPB41
MCAM1	0	0.89102803	0.538	0.075	0	adipocyte	MCAM
DHRS3	0	0.88379012	0.66	0.187	0	adipocyte	DHRS3
LPGAT1	0	0.882668069	0.665	0.217	0	adipocyte	LPGAT1
KANK11	0	0.881116378	0.779	0.275	0	adipocyte	KANK1
MAOB	0	0.880728886	0.41	0.066	0	adipocyte	MAOB
AC098864.1	0	0.880011898	0.339	0.013	0	adipocyte	AC098864.1
IMMP2L2	0	0.877859481	0.96	0.621	0	adipocyte	IMMP2L
ACER3	0	0.876049607	0.692	0.221	0	adipocyte	ACER3
AC008957.2	0	0.875816019	0.313	0.015	0	adipocyte	AC008957.2
SLC14A2-AS1	0	0.875553282	0.243	0.017	0	adipocyte	SLC14A2-AS1
PMEPA11	0	0.865587219	0.439	0.058	0	adipocyte	PMEPA1
TULP4	0	0.864562425	0.574	0.154	0	adipocyte	TULP4
AR1	0	0.862450347	0.464	0.121	0	adipocyte	AR
LIMS1	0	0.857280206	0.736	0.3	0	adipocyte	LIMS1
C1QTNF71	0	0.856861516	0.428	0.117	0	adipocyte	C1QTNF7
AC007388.1	0	0.855386135	0.557	0.176	0	adipocyte	AC007388.1
SLTM	0	0.853069567	0.829	0.383	0	adipocyte	SLTM
KANK4	0	0.852122057	0.348	0.038	0	adipocyte	KANK4
PQLC2L	0	0.84956614	0.429	0.038	0	adipocyte	PQLC2L
BNIP3L	0	0.849240054	0.689	0.219	0	adipocyte	BNIP3L
RASGRF2	0	0.843773342	0.529	0.101	0	adipocyte	RASGRF2
AL357153.2	0	0.843114647	0.493	0.087	0	adipocyte	AL357153.2
LINC00278	0	0.841191459	0.204	0.064	0	adipocyte	LINC00278
WDR93	0	0.840956057	0.301	0.012	0	adipocyte	WDR93
MYOM11	0	0.840731924	0.453	0.068	0	adipocyte	MYOM1
SLC7A10	0	0.840311882	0.309	0.006	0	adipocyte	SLC7A10
AL359220.1	0	0.839908366	0.318	0.053	0	adipocyte	AL359220.1
NET1	0	0.83968883	0.445	0.065	0	adipocyte	NET1
LMO32	0	0.839378339	0.546	0.12	0	adipocyte	LMO3
FHL11	0	0.83843338	0.597	0.251	0	adipocyte	FHL1
TRDN	0	0.829943793	0.218	0.023	0	adipocyte	TRDN
TMEM120B	0	0.823444465	0.477	0.095	0	adipocyte	TMEM120B
CDHR31	0	0.816758343	0.497	0.088	0	adipocyte	CDHR3
NR3C1	0	0.81485262	0.891	0.51	0	adipocyte	NR3C1
AC211433.11	0	0.814833418	0.559	0.142	0	adipocyte	AC211433.1
UNC5C2	0	0.813309287	0.504	0.133	0	adipocyte	UNC5C
FASN	0	0.812532563	0.36	0.029	0	adipocyte	FASN
CLMN1	0	0.812281682	0.526	0.125	0	adipocyte	CLMN
RAPGEF4	0	0.809921969	0.442	0.07	0	adipocyte	RAPGEF4
AGBL41	0	0.808043492	0.398	0.085	0	adipocyte	AGBL4
CPED1	0	0.807963888	0.739	0.296	0	adipocyte	CPED1
ABCC6	0	0.806708915	0.368	0.017	0	adipocyte	ABCC6
AC099673.1	0	0.80524381	0.214	0.013	0	adipocyte	AC099673.1
TBC1D4	0	0.80372067	0.701	0.254	0	adipocyte	TBC1D4
AC124947.1	0	0.802830395	0.376	0.031	0	adipocyte	AC124947.1
COX14	0	0.800264173	0.394	0.036	0	adipocyte	COX14
RBPMS2	0	0.797887153	0.859	0.45	0	adipocyte	RBPMS
AKR1C21	0	0.789996718	0.432	0.065	0	adipocyte	AKR1C2
GPAT3	0	0.789939236	0.199	0.041	0	adipocyte	GPAT3
ECHDC3	0	0.788765714	0.365	0.018	0	adipocyte	ECHDC3
MME1	0	0.787849802	0.436	0.078	0	adipocyte	MME
EPM2A	0	0.787577468	0.422	0.068	0	adipocyte	EPM2A
AC104123.1	0	0.78726064	0.449	0.09	0	adipocyte	AC104123.1
FNDC3B1	0	0.785774265	0.91	0.641	0	adipocyte	FNDC3B
CRY2	0	0.781043855	0.536	0.116	0	adipocyte	CRY2
MYO1C1	0	0.779655759	0.581	0.148	0	adipocyte	MYO1C
PCED1B	0	0.778513159	0.723	0.277	0	adipocyte	PCED1B
MDH1	0	0.778312019	0.499	0.109	0	adipocyte	MDH1
HEPN1	0	0.777861246	0.315	0.01	0	adipocyte	HEPN1
LINC02202	0	0.777075062	0.439	0.06	0	adipocyte	LINC02202
C1orf1321	0	0.775270986	0.694	0.238	0	adipocyte	C1orf132
ZBTB16	0	0.77485992	0.747	0.289	0	adipocyte	ZBTB16
BHMT2	0	0.774008608	0.42	0.044	0	adipocyte	BHMT2
AC007923.4	0	0.772450004	0.342	0.034	0	adipocyte	AC007923.4
C4orf19	0	0.771653516	0.439	0.065	0	adipocyte	C4orf19
ITGB11	0	0.770461193	0.762	0.348	0	adipocyte	ITGB1
AF127577.2	0	0.770025453	0.337	0.033	0	adipocyte	AF127577.2
SPON11	0	0.769879747	0.53	0.156	0	adipocyte	SPON1
SH3D192	0	0.768486119	0.856	0.498	0	adipocyte	SH3D19
NTRK21	0	0.76756727	0.61	0.182	0	adipocyte	NTRK2
NIPSNAP3B	0	0.766411231	0.338	0.034	0	adipocyte	NIPSNAP3B
ENPP1	0	0.765267251	0.363	0.041	0	adipocyte	ENPP1
UBE2E21	0	0.764231284	0.909	0.544	0	adipocyte	UBE2E2
